userid,username,age,gender,location,city,state,title,about_me,reasons,inspirations,friends_count
5983,melindabrock,29.0,Female,"Brock, TX",Brock,TX,,This is my second time on here.  Im trying to stick with it this time though.  I am 28 just had my first child and it hurts to do things with him already.  I have always struggled with my weight and now Im desperate to lose at least 50 lbs.  I use to rodeo and my husband still does.  My goal is to start back this fall so I need to get on the ball and drop this weight.,"I want to feel better, be more active for my son, and be healthier all around.",I want to live a long life for my son.; My horses will perform better if im fit.,40
8377,slowturtle1,48.0,Female,"Dallas, TX",Dallas,TX,Slow and steady wins the race...,"<<<Please send me a message if you'd like to be friends.  I ignore requests without a message, especially if I can't view your profile or diary.  Thanks!>>>  I believe in eating healthy and try to avoid processed foods as much as possible.  I prefer my own cooking, so that makes it a little easier, but I do love to go out to eat as well, so sometimes I indulge.  I lost 40 pounds by changing little things, then slowly challenging myself to do a little more.  After reaching my goal weight in Dec. 2012 I have since put back on 9 of the pounds I lost.  Nine pounds in less than 2 years is disappointing.  There is no excuse.  I just got lazy.  Stopped exercising regularly and stopped logging regularly.  I'm ready to get back to work and get back to my goal.",I want to feel better and look better.,"Approaching 50 and don't want to look it.; Prefer to live to a ripe old age without medication as ""life support.""; I've been thin and I've been fat.  Thin feels better.; Trying to practice what I preach--self care is important!",40
1642,Chikipiwi,35.0,Female,"Houston, TX",Houston,TX,Time to Change,"Out of Respect for my Husband I do not accept any MALE Friend Requests.   33 Years Old 4""11 Tall  6/08/12 - Started Using MFP (Skinny Fat) Unknown % Body Fat & Measurements Weight 118lbs  6/15/2011- 24% Body Fat - Weight 116lbs  Started with Personal Trainer 7/11/2012 - 21.7% Body Fat - Weight 112lbs Chest 34"" R Bicep 10"" Waist 28"" Abdomen 29"" Hips 38"" R Thigh 17.5""  7/27/2012 - Started Lifting Weights  9/7/2012 - 19.8% Body Fat - Weight 106lbs Chest 32.5"" R Bicep 10.5"" Waist 27"" Abdomen 27"" Hips 36"" Right Thigh 17""  11/7//2012 - 17.4Body Fat - Weight 105lbs Chest 33"" R Bicep 10"" Waist 26.5"" Abdomen 27"" Hips 34"" Right Thigh 17.5""  Goal # 1:  Weight 105lbs with 18% Body Fat - Done 11/7/12 Goal # 2: Six Pack (in the works)",To inspire my family and friends. To live a healthier life To look sexy in all types of cloth (or without),,40
1413,caseylainetx,36.0,Female,"Houston, TX",Houston,TX,Gettin My Groove Back!,"My WL plan is simply energy in vs energy out. Trying to stick to a calorie budget and get both aerobic exercise and physical activity in my day. I have a big appetite that I manage by eating every 3-4 hours w/protein and filling heatlhy foods. If I don't get hungry, I don't gain weight, if that makes sense. And if I don't exercise, I don't lose.",I primarily want to feel better and have energy. A nice bonus would be to love the way I look. But more than anything I want to get in shape to set the right example for my daughter and my family and friends.,my family,40
8298,sisterparker40,42.0,Female,"Salt Lake City, UT",Salt Lake City,UT,"I know the price of success: dedication, hard work, and an unremitting devotion to the things you want to see happen. -Frank Lloyd Wright","I am starting at 234 I am ready to focus on my eating and get healthy. I would love to lose 80lbs. I plan on making lots of little goals to get to my overall goal, 150s. Slow and steady wins the race.",I want to look better and feel better.,I need to keep up with my 5 young kids.; I want to feel more confident.,40
9364,Trukngrl,32.0,Female,"Parkland, WA",Parkland,WA,Back to health ,Working the night shift with extended hours and plenty of overtime. Trying to fit in time for me and getting healthy as well as fit. Dropping the weight with the help of WW and a trainer.,Flex my wordrobe finess. Not have to worry if what I plan to wear will fit or going shopping for an event. Also to wear my collection of clothing I hav horded planning to 'get back into',My BFF joining me on the adventure; Seeing the last time I had logged in 1+yrs ago I was 50lb lower than now,40
1340,candirose69,27.0,Female,,,,,"Hello! I'm Candice, 26 year old Social Worker from the western Suburbs of Melbourne. I am happily married and live a nice 10 minute stroll from my work which is awesome! I am a total dork. My husband and I love our video games, nerdy movies, going to conventions and LARPing. I have also been known to cosplay now and again I've been around for a bit over a year (I really started logging in July 2012) and lost 10kgs so far...then plateaued then kinda went off the rails and just stagnated :( I still have at least another15-20kgs to go maybe more... So here I am again trying to get back on the wagon!!",I really wanna make a Jessica Rabbit Costume :) I wanna be a super fit person xxx,"To be a good influence for my beautiful niece xx; My sister, who is in this with me <3",40
1314,callsitlikeiseeit,37.0,Female,,,,I love the person I've become because I fought to become her...,"*** I DO accept friend requests but if you don't interact with me, I will eventually delete you! IF YOU DO NOT SEND A MESSAGE WITH YOUR FRIEND REQUEST I MAY NOT (depending on my mood) APPROVE IT.   Name: Debbie Location: NC Mom to 2: 17, and 9 Mom to 11 cats and 2 dogs, Renji (a mini schnauzer) and PITA (a shepherd mix).  Relationship: TAKEN :)  Work: I'm the boss...(at home and work)   I love the beach (and go frequently), being in the pool, working out, gardening, thrift stores, and spending time with my friends!","Weight loss is 100% diet, exercise is 100% fitness. However, together they are 200% magic...",,40
754,back2happy2005,37.0,Female,,,,JUNK FOOD I HAVE CRAVED FOR AN HOUR OR THE BODY I HAVE CRAVED FOR A LIFETIME - I HAVE DECIDED!,I have been heavy almost my whole life.  I want to finally lose the weight the healthy way and keep it off!    My ultimate goal is to get down to 140 so I can say I have lost 100 lbs. since high school.,I want to show my 8 & 12 year old daughters how much better it is to be healthy and if you want to lose weight you just have to eat healthy and exercise MOST of the time and not STARVE YOURSELF! and muscle is so much better looking than bones sticking out!  I also want to feel comfortable walking beside my hot husband and when people look at us not feel like they are checking him out and thinking look at that fat old lady who robbed the cradle.  When he is actually a year older than I am.,My daughters; To wear a bikini once in my life; To be  a hot wife!,40
3000,ghfit,41.0,Female,,,,"It's not a short term diet, it's a long term lifestyle change.",Please send a message with friend request.  :),,Healthier life,40
9310,travelgirl77,38.0,Female,"Spanish Fort, AL",Spanish Fort,AL,Falling in love.....with me!,"I am a military spouse and mom to one lovable six year old and one sweet toddler, 3.  I love to run, and am so delighted to be getting back into the familiar trance of a great run.  I also love to read and do community theater, although it has been awhile since I have had the chance to do that!  In a former life (i.e. before child), I was an attorney, however, now I am studying for my MBA in Human Resources.  I look forward to the career change!  I also look forward to meeting people here and provide support for their goals!","This weight has been like an albatross around my neck for far too long.  I think that I felt I was eating the wrong foods, or something was wrong with my thyroid, and that was why I couldn't lose the weight.  Nope, not at all.  I ate wayyyyy too much and justified my leisure walks with my son and dog as actual exercise.  My title phrase says it all...I want to fall in love with myself, again.  I would like to give my all to my family, but before I completely can, I have to give my all to me.  so, here I am!",Having a joyful life!,39
6101,michellesema,46.0,Female,"Santa Susana, CA",Santa Susana,CA,It's easier to stay out than get out.,"2013 I want to see the world. I wonder what people have in their refrigerators. I love my dog. I think I'm sexy. I wish I didn't have to work. I'm happy that I have good friends. I believe in Jesus. 2014, 2015 Same!","2013 My feet hurt and I sweat a lot. I don't want to be one of those old people who can't move around! 2014, 2015 My feet don't hurt anymore, I don't sweat so much, and I want to keep it that way!",I want to be healthy and strong and old one day!,39
820,bcampbell54,61.0,Male,"Castle Rock, CO",Castle Rock,CO,"Hoping to stay healthy, to be around for my wife and kids.","I'm 61 years old, and getting to be in the best shape of my life! My wife found this site some time ago, and it has been invaluable in helping us get control of our health. I have recommended this to many people, some of whom have had similar success. We use a BodyBugg to assist in calculating our exercise burn. We are both running and working out at a 24 Hour Fitness You're welcome to add me as a friend, especially if we have something in common. I try to be supportive to all my friends. Update: No longer using BodyBugg, now using the Withings products, and  the Fitbit Pulse.","I need to stick around, and remain healthy, for a good long so that I can see my kids grow up! Also: Fit my old jeans, under 200 by Mid-December, 180 by Valentine's day, 5k in February or beginning of March, 10k by July Update: Made it to <200lbs first week in January! Update: Bought new jeans - 32/32 Skinny mid February 2012 Update: 190 and holding Feb - the last 15 is getting tough!","My wife, because she started this journey, and proved it was doable.; The many inspirational people who populate this site.",39
2284,djs2303,35.0,Male,"Oak Tree Ward, EN",Oak Tree Ward,EN,"Dedication and Determination, Not excuses!","HI my name is Dave, im a single dad to my autistic Mr Monster, he's brill, love him to bits, but he's as said a little monster at times :)   Well, my starting weight (and my largest ive ever been, and ever will be) was 289 lbs  25th February 2014-289 lbs  14 lbs Gone-2nd April 2014 21 Lbs Gone-1st july 2014 28 Lbs Gone- 35 Lbs Gone-","**Updated**  Well I've not long since came out of a long relationship, ive gained weight being in it, as I think a lot of people do, ive been single for a few months now, loving life, enjoying going out with my friends, and dating :) but I seem to just keep piling weight on, So now, im hitting the gym 3 times a week. Ive stopped the evening snacking, if I fancy something, its some red pepper, or an apple or something, even if im over my cals, I'm eating healthier and loving experimenting with food.   Im tired of having to buy new clothes which, seem to be resembling tents and, after a close friends father passed away, and I couldn't fit into my suit, or shirt, and had to buy a new Shirt...I vowed it would be the last item of clothing in FB size!","My Son, who looks up to me every day; My mum, who I look up to every day; My Father,Who looks down on us all every day, miss you lots",39
2858,Fightin2GetFit,31.0,Female,"Melbourne, FL",Melbourne,FL,Low Carb During Pregnancy,"I am from Melbourne, FL and have been married for 7 years. I have a 14 year old stepson and a 5 year old daughter with my husband. We are also expecting a baby in October 2015. I've been doing low carb for 1.5 years now and with my doc's permission, I will continue during my pregnancy for as long as possible.",Self esteem. I've battled a lack of confidence my entire life. I want to look AMAZING and feel sexy.,Follow me for low carb meal ideas on Instagram @fightin2getfit,39
5942,MeganGable,29.0,Female,"Saint Petersburg, FL",Saint Petersburg,FL,Health is wealth!,"I work at a bank part-time, go to college full-time, and am married to a wonderful man and we have two persian cats and a gold fish.","I want to get in shape so that when I’m older, I don’t have an abundant amount of “old-people” problems I could have prevented!!!!",My husband; Energy!; New Adventures!; So clothing shopping isn’t so stressful!,39
2658,empireman85,58.0,Male,"Atlanta, GA",Atlanta,GA,Working to make 60 good and healthy!,"I'm a family man and small business owner. My life is full with work, kids, grand kids and the love of my life. Making time to focus on myself has become a priority as I've gotten older so that I can enjoy the ""golden years"". I began a serious weight loss program in August 2013 on the Optifast program recommended by my doctor. I know many here don't condone such a program with packaged products and extreme calorie restriction but it worked well for me. Lost about 60 lbs by December of 2013 struggled with transition a bit and was down 80 lbs by March 2014. I've struggled since gaining 4 losing 3, gaining 6 losing 4 to the point I've gained back 50 in the last nine months.  That included a little help from a week long New Year cruise. I've rededicated myself for 2015 and plan on a steady 2lb per week average to end the 2015 year at my goal of 220lbs",I've been heavy since high school. Football helped me start some great eating habits for being a lineman a but not for the real life that came after. I tried most diet plans and had short term success but always ended up a little more than when I started.  Last year I noticed my son developing the same habits I had at his age and decided it was time to get real with taking care of my health.,Living long and well; Setting a proper example for my kids; Success stories of others here on MFP; Beating type II diabetes,39
9845,YumYumQueen,40.0,Female,"Kentwood, MI",Kentwood,MI,Curvy Chick on a Mission to Love her Bod Because It's Awesome!,Sassy & Sarcastic health coach on a mission to improve my health & influence real women that they too can be healthy without being a brittle twig.,Why not?,,39
451,amybeckner516,35.0,Female,"Livonia, MI",Livonia,MI,,"I'm a wife, and mother of two. I like to think I'm a pretty cool chick!","To set an example for my children and to enjoy life with my husband once those children grow up!  Of course, looking good falls in there somewhere.",Abram and Claire; Mike,39
3828,Jcolonel49,26.0,Female,"Bronx, NY",Bronx,NY,Loving the Present! (2015) Excited for the Future! (2013),"NOW 2015: I am a first grade teacher and yes still a foodie, but have learned portion control (and choose to use it most of the time). I have lost about 30 lbs and have went from a size 10/12 to a 4/6 thanks to committing to MFP and believing in myself. I have also gotten a lot stronger, since that original post below when I couldn't run at all I have now run a 5K. I am most proud of my willingness to try new things at the gym, I used to be scared that people would look at me funny, I have learned since then that we are all achieving our best selves and to do YOU.   MY ORIGINAL POST 2013: I am an assistant first grade teacher/grad student who has always gone through phases of eating healthy and working out. My biggest problem is portion control because I am a taste eater. When something tastes good, I have a difficult time telling myself I've had enough.  This was o.k. earlier in my life because I would also go to the gym about 4 times a week. Now that I work full time and go to grad school at night, I find that I am exhausted. My hearty eating hasn't changed but the amount of physical activity I do has. And it has caught up with me! From September to January, I've put on about 15 pounds. My physical appearance has begun to really bother me, and I want to make a change to better myself.","2013 (2015) To get rid of the rolls! (still have 'em when I sit, but abs are so much stronger) Have more energy! (eh depends on the day, but I have more endurance) Feel beautiful this summer at the beach! (I do!)",2013: My mom has lost 15+ lbs in the past 3 months; 2013: I am 23 and want  look as healthy as the moms of my first graders!; 2013: More energy; 2015: Knowing I can do it!,39
2568,elizabethkirk12,36.0,Female,"Harrah, OK",Harrah,OK,,,,,39
2718,ErinMcMom,32.0,Female,"Mississauga, ON",Mississauga,ON,"Sweetheart you'll find, mediocre people do exceptional things all the time.","I'm a wife, mom of 2, teacher, internet addict, twitter junkie, freelance professional cross stitcher, constant crafter, budding YouTuber and all around extraordinarily ordinary human being.  Personal Best: 5k time - 28 minutes (05/31/2014 - Color Me Rad)","I just want to feel like myself again. I miss my old clothes, my old confidence and my old energy. I'm getting it back, NOW.",Having more energy; Being more confident; Getting back into my favourite clothes,39
953,b_fit4life,31.0,Female,"Arch Rock, PA",Arch Rock,PA,Stop the denial!  Regain the focus!,"I started MFP January 23, 2012 at 215 pounds.  The closer I get to my goal weight, the more my ""real"" goals start to change (ei, I'm more interested in BMI, BF%, and waist size than scale weight).  Well, it's finally happened.  My sister has found a way to convince me to register for a half marathon!  I will be running in the River Towns Half Marathon on 5/3/14 as a means to raise money for the fight against autism!  And so the training begins!!!  If you are interested in helping me raise money for this great cause, you can do so on my fundraising page www.firstgiving.com/fundraiser/AuntB/river-towns Thanks so much!!    ""When your lungs are burning, your muscles are quivering, and every cell in your body screams at you to QUIT NOW, what do you do?------- Grit your teeth, take a deep breath, and ACCELERATE. >:-{ #Roooooooaaaarrr!!"" ~thistimeismytime    Thanks Darla!  ""Don't sacrifice what you want most for what you want right now!""  ""If you don't ever try, you will never succeed.  Keep the focus, maintain the drive, BE your own end game."" ~me","My future!! Living a long and healthy life with my loved ones is extremely important to me.  I want to have a strong core so I feel confident and have great balance to do whatever my heart desires.  Of course, feeling confident in a bikini wouldn't be a bad thing either!! haha  It's really all about my view of myself...it's all for me this time!",My sister - she has 2 kids and a job but still makes time for fitness; The strength I feel after each completed workout; Team CJ and CJ's Resolution Challenge; http://youtu.be/qX9FSZJu448  Thanks or this Robyn!,39
3684,jadeblue14,29.0,Female,"Philly, PA",Philadelphia,PA,Superhero in Hiding,"I've been struggling with weight all my life. I work at a desk job and do freelance artwork on the side, which is my passion. I color comics, sculpt, and I've just started cosplaying. I've wanted to do it for years but let my weight hold me back. I'm done with that.","I want to be able to do anything I think of and not worry whether I'm in shape enough for it or not. I want to ROCK whatever I wear, be it pajamas or my Black Widow Costume. I want to feel comfortable in my own skin and be the badass I picture in my head.",Comic books; Costumes; Life,39
390,amandasuperstar,30.0,Female,"Clinton, TN",Clinton,TN,,,,,39
2231,Diary_Queen,36.0,Female,"Buna, TX",Buna,TX,Eat with a purpose and with that purpose being to live. Not the other way around!,"I'm a single mother of 10-year-old twin boys (who are currently heading into 5th grade). I work in the marketing field at a non-profit arts and humanities organization in Southeast Texas. I have done 3 rounds of p90x, 2 years of a weekly HIIT workout class, Turbo Jam, Hip Hop Abs & Les Mills Combat. I did my first 5k in 2011; my 5k PR is 36 minutes. I've dropped from a size 26/28W to an 16/18W. In June 2014, I ran my first mile without stopping. In May 2015, I got a bonafide trainer and joined a gym. I go to the gym every single day during my lunch break and 3 times a week after work. I do cardio on the dreadmill or the elliptical and I lift weights - increasing my lifts is important to me, as is eating healthily.",,"My last prescription of HBP medicine; Laying down to read w/out my belly laying beside me!; Teaching my kids that you can make a good change anytime; Because I love my body, but I love it even more when I feel strong and capable",39
5830,matfatcowboy,36.0,Male,"Lockhart, TX",Lockhart,TX,Grabbing life by the horns!,"I'm a married father of 3 girls, and I've steadily gained weight since I got married 15 years ago. I was 220 on my wedding day and 357 at my heaviest. I realized that if I didn't make changes, I would be 400lbs when I'm 40. Can't have that, so time to start the burn!","I have a beautiful wife with 3 lovely daughters. I want to see them grow up, get married, and have kids of their own. I refuse to be the picture on the mantle because I died of a heart attack at age 39. I want to be able to do things I used to do without worry. I want to ride my horses again without worrying I'm going to injure them because of my weight. I want the confidence of knowing that I'm the best me I can be.",Live longer; be more active,39
2694,ericalynn82279,36.0,Female,"San Antonio, TX",San Antonio,TX,Time for a healthier me!,"I am a dental hygienist in San Antonio, TX.  I am married and a mommy to a awesome little boy!  I really want to be a healthy role model for my son.",To feel better about myself and to fit into my old jeans!!!,"Living a long, healthy life with my hubby and son",39
6827,nicoleisme,21.0,Female,"Logan, UT",Logan,UT,Attempting to get healthy,I haven't really tried losing weight before unless you count 2 days of being inspired and then giving up haha. So here's to being consistent and working on it even when you don't feel motivated.,"To feel healthier and more energetic. I want to be healthy and feel good about by myself before I go into my twenties, I want to start my life off feeling great and being more fit because I think it's worth it and this isn't a diet or something, this is as everyone says a lifestyle.",Being able to run a mile and then keep going!,39
4795,KiraJade88,27.0,Female,"Essex, VT",Essex,VT,You are unrepeatable. There is a magic about you that is all your own.,"I am a fantasy writer with an unhealthy sugar addiction. And my spirit animal is Anna from Frozen. ^_^   My profile pic has myself and my very confused boxer (Molly) in it. She didn't quite know what to think of the webcam. Lol.  Last Thanksgiving I had an emergency appendectomy. For 2 months I could barely move after, let alone workout! Now I am finally making real progress.   Some of my interests...  Favorite TV Shows:  -Teen Wolf -Walking Dead -Grimm -Once Upon A Time  Favorite Authors:  -Dan Wells -Anne Bishop -Sarah Rees Brennan -Eoin Colfer","My mom was recently diagnosed with type 2 Diabetes, and it's woken me up to the fact that I need to make some changes to my diet. My goal is to be a healthier version of myself by summer!",Hiking Camel's Hump this summer!; Kayaking with my brother!; Competing in a race later this year!,39
2009,curvycreation,37.0,Female,"Fremont, CA",Fremont,CA,Ready to Lose it! Again.. ,Food makes me do the happy dance!  Chocolate and anything tangy or fried!  I'm trying to stop looking at healthy food as bland and instead find ways to enjoy them.  I never exercise so finding the motivation to get up and move will be a great accomplishment!   Hopefully I meet lots of great people with the same goals in mind!,Trying to get my Sexy Back!,"My Son; Living a long, healthy life; To feel healthier; Sexy clothes!!!",38
7721,rlwilson1967,48.0,Female,"San Bernardino, CA",San Bernardino,CA,,,,,38
1774,clathrop17,27.0,Female,"Rockville, CT",Rockville,CT,Back at it,Newly married 6.27.14 <3  Working on my Masters in Healthcare Informatics Vegetarian Occasional Keto-dieter,"I used to be in shape, then went back to school and got out of the swing of things and gained a ton of weight. I want to get back to where I was, when I was comfortable with how I looked.","My ""old"" self; All of my cute clothes that are too small",38
7928,Samby_v1,34.0,Female,"London, EN",London,EN,Operation Buff T'ing,"UPDATE 13/04/2015  Kettlebells, yoga, running. Maybe some dance if I can log it accurately enough. Got at least 5% body fat to lose - reckon it'll be another 15lbs which are proving very stubborn!  Off to the Lake District in May. Hopefully I'll be a lot fitter than I was about 18 months ago...",To turn that keg into a six-pack  Increase upper body muscle mass   Increase all-over strength  Decrease body fat percentage to 20%  Perform unmodified push ups and any pull ups!  Keep up with my hill walking partner. Last year I was too unfit to get the most out of our Lake District trip. I'm making sure that doesn't happen again.  To look super-buff in and out of clothes.,Experiencing my body at its fullest potential; Success stories on the MFP forums; Very active boyfriend who I want to go walking with,38
4919,krissenior,31.0,Male,"Carroll, IA",Carroll,IA,"There's a difference between interest and commitment.  When you're interested in doing something, you do it only when it's convenient.  When you're committed to something, you accept no excuses; only results - Kenneth Blanchard",,To be more aesthetic,ketaylor3; Steve Cook; Ryan Terry,38
3169,gungho66,49.0,Male,"Crete, IL",Crete,IL,"We are what we repeatedly do. Excellence, therefore, is not an act but a habit. Aristotle","I'm 46 years old and tired of saying I'm 46 years old and thats why I am getting slower, fatter not as good as I used to be, blah ,blah , blah. Well this year that sorry ass excuse ends, and it's time to believe , to focus and become better and stronger than I have ever been before. I am doing just that , one day at a time and with simple progression each day. As a former marine I know what needs to be done, seek out and destroy the enemy(FAT) and do so in a proficient manner. I can be whatever and whoever I choose to be , so for now on I will be 46, but I will never act it and I will never give up on myself again. I have been everywhere from155 to 255 and have set my new goal at 186. The funny thing is I look better now at 185 than I have ever looked in my life, it's amazing what proper nutrition and fitness can do for you!","Tired of saying Tommorrow, I am making today count and every day after~~CARPE DIEM~~",To be what I have always wanted to be and make no excuses why I'm not that man!; VENI~VIDI~VECI,38
5392,lisacooper413,32.0,Female,"Ingalls, IN",Ingalls,IN,Lisa's Dream,"I've tried to lose weight before, but never with putting forward enough work to really make a difference. The excuses are gone. I am almost thirty and I want to spend the next twenty years looking and feeling great! I've spent so much of my life feeling judged and less than and wretched.. stared at in public. Not anymore.","I want to be a good example to my son. My mom was always a bad example with weight and I have watched her limit herself and become disabled due to her weight. I want to be able to play with my son on the floor for years to come and continue to run around and keep up with him. I want to feel physically better! I want to feel sexy for my hubby too! He says he loves me just the way I am, but it doesn't hurt to feel good about yourself!",Live a long healthy life; I want to know what it's like to wear normal clothes; I want to feel sexy before I'm old (I have never felt hot); I want to be a great role model for my family,38
1776,claudiakendall98,56.0,Female,"Lexington, KY",Lexington,KY,Happy New Year,I have dieted my entire life sometimes with success most of the time not. I now eat real food and love mfp for all the info and motivation.,To be healthier. To believe in myself and help others to believe in themselves as well.To enjoy life to the fullest.To get off of medicines that I hate taking.,"Since I have joined MFP,  members inspire me with their success and failures.; I know I am on a life journey and not alone; The proud look in my husbands eyes.",38
3094,golfbrew_matt,35.0,Male,"Minnetrista, MN",Minnetrista,MN,"If you find yourself in a hole, quit digging!","34 years old, a few years ago I lost 60 lbs and was in the best shape of my life.  Unfortunately, I gained 40 lbs back and now am back to it!  Please feel free to add me as a friend and I'd be happy to give support and advice and I could use some support and advice as well.  ""Crazy"" things I've done on this journey: Ran a 5k, ran multiple 10k's, ran a half marathon. Ran outside in MN in October, November and December. Ran in Mexico and Texas while on vacation.  ""Crazier"" things I'd like to be able to do: Run a marathon. Do 10 pullups. Do 100 pushups.",I'm very ready to look and feel better than ever.  I'm motivated to the point that I will keep going until I feel that I am truly proud of how I look.   Get in great shape to set a good example for my kids.  Improve my fitness and strength to improve my #1 passion: golf.,Look better; Feel better; More confidence; More energy,38
9642,Wenchiness,59.0,Female,"Fayetteville, NC",Fayetteville,NC,Obesity sucks!,"I'm old and weight combined with arthritis has almost cost me my ability to walk.  My ""Fat"" Dr. pointed a gun at my head and made me join MyFitnessPal to track my meals and exercise. Until recently medical conditions made it almost impossible to get around. I've been having knee therapy since last August when finally I was sent to warm water therapy. That not only works but it is fun. Now that I am able to move around without excruciating pain - I want to do it.","I want to get into shape to rejoin the world. I suffered from deep vein thrombosis and finally bilateral pulmonary thrombosis and congestive heart failure due to medication. This was followed by diagnosis of cancer, and hysterectomy that had complications. During my 10 months of recovery I gained about 50 more pounds on an already obese body. Time to fix that!",Being able to move around again.; Finding clothes that aren't ordered out of the Fat Woman catalog.,38
3019,GingerLolita,21.0,Female,"Brooklyn, NY",Brooklyn,NY,Making my health a priority,,,I want to be able to walk faster and longer.; I want to boost my immune system and fix my health issues.,38
3172,guppy1697,27.0,Male,"Cleveland, OH",Cleveland,OH,Guppy getting fit,"I am a 27 year old guy living in Cleveland, OH.   I graduated college in 2011 and have been working as an accountant in Cleveland since October 2011.   A lot of my college friends call me Guppy.   I enjoy sports, reading, music and having a great time with friends and family.",Just one guy trying to get in the best shape of my life,My health in the future.; Looking good,38
9481,vaporhockey83,32.0,Male,"Fort Worth, TX",Fort Worth,TX,The rum is gone?!?!? ,"Former semi-pro hockey player looking to get back in shape so that I can give it one last shot at the bigs. Well, at 31, I think that dream is over....I digress... I have a five year-old daughter that runs my world. She said my tummy was big....so I thought I'd give this is whirl. I'm also quitting harder booze...so beers only...95+ days without a drop of that stuff. Huge difference when it comes to calories.","Well, I watched too many zombie apocalypse movies and determined that if I was in the same scenario and in a group, they would either eat me or the zombies would because I would be too slow. So I want to be able to run from zombies and get back into playing shape for hockey.",Avoiding zombies and cannibals; To look like Jason Statham.; Playing and living hockey; Getting back into some old clothes I fit into only a year ago.,38
5372,linkirving,30.0,Male,"Hooper, UT",Hooper,UT,Mom on a mission,"FitBit profile: www.fitbit.com/user/2FQ73B  I used to be 300 lbs. I lost 70 lbs in 2010-11, then stopped calorie counting but maintained at 230 lbs. In 2014 I found MFP and got down to 189 lbs. I went on vacation and never got back in to the groove, and now I'm back up to 210 lbs.  I've really struggled lately, but I haven't given up. I'm hoping to find some of that excitement and motivation I had in 2011 and 2014.",I am 30 and already am seeing some health issues related to my weight. I have a 1 year old son. I want to be able to keep up with him and future kids.,My little family,38
2123,dannycorey,26.0,Female,,,,,,,,38
1328,canadiangirl014,45.0,Female,"Aldergrove, BC",Aldergrove,BC,2015 is my year!,"Married mom of two very active, healthy teenage daughters. I love music, outdoors, walking, hiking, camping, and travelling.","I want to get fit, slim and feel good. I don't want to be the ""fat"" mom at dance and skating anymore. I have a Caribbean cruise booked for March 2016 and I really want to be able to wear shorts and a swimsuit and not feel self conscious.","My family; Living a long, healthy life; Carib cruise 03/16 and Rome 09/15; Want to not hate photos of myself.",37
5341,lilystars,33.0,Female,"Stockholm, BL",Stockholm,BL,Fit this girl!,,"I would like to get in shape for all the obvious superficial reasons, but I most of all would like to to feel healthy, energized, and empowered.  I believe that the body is very connected to the mind and when one becomes stronger, the other follows. So I guess you could say this is also a spiritual journey that includes green smoothies, and sweaty hours at the gym ;) !","abs are made in the kitchen; ""lifting weights doesn't make women huge, cupcakes make women huge""; ""look like a beauty, train like a motherf****ing beast!""; ""goals without deadlines are only dreams""",37
5513,luckydays27,43.0,Female,"Fort Macarthur, CA",Fort Macarthur,CA,I am a work in progress...,"I often get asked how I am losing the weight. Here are the 10 biggest things that has helped me:   1. I started MFP with a 1 lb weight loss goal. It seemed reasonable and sustainable (especially after all the times I failed at trying to lose more weight faster). I am eating maintenance  since I am getting close to where I want to be. Still trying to figure out what maintenance though...  2. I wear a Fitbit and sync it to MFP. It was also set to a 1 lb a week weight loss goal. (Currently set at maintenance) This tells me how many calories I burn all day long just living my life.   3. I wear a heart rate monitor (Polar FT60) when exercising so I can know how many calories I burn during exercise.   4. I eat most of the calories that I burn from the FB and HRM. Most days I eat at least 1800 cals. Depending on my activity level of the day, I eat more than that. And yes, I still lose weight.   5. I dont deprive myself of any foods that I enjoy but I only eat what I have room for in my ""calorie bank"". If I want ice cream I eat it but not if I dont have enough calories for it (or if I still want it, I eat it and dont beat myself up for it).  6. No food is restricted from my diet unless I just dont like that particular food. I eat out frequently and I try to make good choices when I do but I dont restrict the stuff I like because I will eat those foods again when I reach my goal so I need to learn how to make them work now.   7. I try to eat veggies with lunch and dinner and fruit throughout the day. I am not always successful though.  8. I weight my foods with a digital food scale and measure my free flowing liquids. I was amazed at what 1/4 cup serving of cheese weighed out to. No wonder why I was not losing weight.   9. Drink water. Lots of water. At least half your body weight in ounces. I did not give up my soda either.   10. Sleep - I sleep 8 hours every night, always have, and hope I always will.   *************** At the end of it all, there is no short cut. You have to work at it, each and every day. The more you work at the the more changes you will make.   When I slip and don't work at it one day, I dont let it screw me up for the day, week, month, year. I get up and do it right the next day, and each day thereafter.   Because I have taken this process slow, I am never deprived. I only feel hungry when my belly is ready for food, not because I did not put enough food in it to begin with.   *************** I set small goals for myself instead of focusing on the big finish as the final weight loss number evolves and will take some time. Small goals motivate me to continue to work toward the big ones.   SW - 219 (4.28.12) MFP SW - 196 (4.25.13) GW 1 - 185 (6.21.13) GW 2 - 170 (10.3.13) GW 2.5 - 160 (12.3.13) GW 2.75 - 155 (1.9.14) GW 3 - 150 (2.9.14)  CW - 143 (8.2.14)  Body Fat Percentage matters more to me than the weight so my current BF goal is 20%. As of Feb 19th 2014 I am at 22.7%",I want to get in shape so I can have the outside match what I see on the inside. I am also newly married and want to look great for my husband.,All of the success stories here!; Looking better in my scuba wetsuit.,37
4972,ksylvan,49.0,Male,"San Jose, CA",San Jose,CA,Getting younger and more fit every day,"Software Engineer, Landmark Education Program Leader, Chess Player.","For energy and vitality, so I can make the difference in the world with people.",Jack LaLanne (RIP),37
