userid,foodid
9474, 81 110 117 47 83 69 167 178 173 294 212 1 577 2 322 395 137 435 530 166
9476, 80 133 167 244 114 369 261 459 162 309 284 506 696 97 168 437 952 185 53 691
9481, 25 41 81 110 67 192 47 133 83 69 4 173 294 212 577 104 2 322 395 137
1291, 41 102 192 133 69 294 2 322 435 168 309 369 213 105 125 73 129 22 382 529
1295, 44 81 139 61 3 2836 19 80 117 230 110 530 4 133 47 224 839 178 173 46
1296, 80 61 110 192 47 83 4 173 212 104 2 395 435 530 166 309 369 194 114 839
9489, 539 1561 510 2503 1524 541 567 302 282 3948 315 1530 3751 3670 2515 3461 304 1579 3674 568
9495, 18 34 102 230 117 133 83 167 173 395 435 168 530 309 369 194 114 213 105 396
1306, 80 67 47 133 4 167 178 212 577 104 322 395 137 435 530 166 309 369 194 213
9499, 230 67 83 4 178 173 294 2 395 530 309 194 272 284 22 404 382 5 185 506
1312, 42 41 102 81 110 67 224 192 47 83 69 4 173 294 1 104 322 395 435 168
1314, 102 61 4 167 322 137 168 530 369 114 105 125 396 284 232 22 244 404 185 38
1317, 42 102 67 167 178 1 322 261 369 114 213 839 125 73 284 129 22 244 5 185
1319, 18 61 192 69 1 104 322 435 530 309 369 194 114 105 125 396 272 284 232 22
1320, 47 167 178 173 1 577 104 322 137 261 105 125 73 284 129 232 244 382 529 5
1321, 139 80 117 192 47 133 83 69 4 167 322 168 166 261 369 114 105 839 396 73
9514, 436 2 350 435 69 81 178 395 577 309 166 807 4 604 294 167 2107 53 1130 117
1323, 139 67 47 83 577 104 2 322 395 168 530 166 309 369 194 114 213 272 442 185
9517, 4 322 395 435 530 261 114 213 839 73 272 284 442 22 244 404 382 529 5 185
1327, 61 117 47 83 4 178 173 104 322 137 435 530 261 213 105 839 396 73 232 22
1328, 230 224 212 294 435 1 173 166 395 309 105 125 114 322 530 104 168 369 396 284
1334, 178 212 104 2 168 73 272 232 22 244 404 807 437 97 402 124 459 696 48 636
9528, 42 41 80 61 117 224 133 167 178 168 261 369 114 839 125 396 73 272 232 442
1337, 139 81 110 230 83 178 212 577 104 322 435 530 261 309 213 125 396 272 284 129
1340, 80 81 117 47 133 83 167 1 577 2 322 168 261 369 213 396 73 284 129 232
1341, 230 224 83 69 294 395 435 168 166 261 194 114 213 105 839 125 396 284 232 442
1345, 224 83 178 212 104 2 395 369 839 125 272 284 22 404 529 53 807 402 397 162
1348, 107 230 224 47 4 178 173 212 104 395 530 166 194 114 213 105 839 272 284 442
9541, 81 25 61 42 19 1382 69 67 396 530 384 992 995 224 376 166 125 2 261 178
9542, 2905 3708 2373 2537 4568 3210 5487 3185 2903 3158 4689 3707 783 604 3686 2567 110 3710 2725 1332
1351, 42 110 224 69 178 294 104 137 435 168 530 309 369 194 114 73 232 442 22 244
1353, 107 42 80 102 81 110 230 117 192 133 47 167 4 178 294 104 530 168 395 261
1354, 67 192 167 212 530 137 194 2 104 309 166 261 114 213 396 284 272 97 129 38
1362, 19 69 67 47 395 435 294 530 104 506 807 397 396 162 636 97 404 529 76 86
1363, 915 41 19 61 102 322 4 47 2576 436 167 395 185 137 1249 696 2 178 419 294
1364, 19 107 102 110 69 435 224 212 294 4 577 47 166 73 173 114 137 396 194 125
1366, 18 139 41 102 80 110 230 47 133 117 167 4 173 309 261 137 114 322 530 104
1377, 61 192 230 178 212 167 4 294 577 435 1 166 194 105 125 261 213 137 114 322
9571, 107 102 67 83 4 294 435 166 395 125 261 114 807 38 168 272 284 604 22 73
1380, 574 541 3936 510 5509 216 2509 3297 2900 340 365 539 4722 3670 3310 82 4654 3160 2548 361
9573, 230 224 2 322 395 168 530 166 261 369 105 839 396 272 284 129 232 442 5 185
9574, 67 47 178 294 104 2 322 395 137 309 194 125 396 73 129 22 244 382 38 53
9575, 107 41 81 67 69 4 167 178 173 294 577 322 395 137 168 194 114 105 73 442
9576, 25 107 102 110 230 117 83 167 173 294 104 322 395 435 530 166 261 309 213 73
1387, 110 80 42 4 104 435 173 322 382 839 2 530 137 185 309 1 369 763 437 129
9580, 107 42 61 230 224 192 47 133 4 167 173 294 212 1 104 322 530 166 114 839
1389, 133 47 224 83 167 69 4 178 173 294 1 577 2 395 435 166 261 369 839 125
1390, 139 117 224 69 4 173 1 577 104 322 168 261 114 839 125 396 73 129 232 22
9584, 230 67 47 167 178 294 212 104 168 194 105 839 125 73 284 129 232 442 22 404
1394, 19 41 61 230 47 1 577 104 2 395 530 166 261 105 73 22 244 404 382 529
1395, 80 133 83 4 173 294 104 395 168 261 309 369 114 396 73 272 284 129 442 22
9589, 80 224 83 167 173 294 2 322 261 309 114 213 839 125 396 284 129 232 244 185
9590, 80 61 69 224 133 212 173 166 194 395 309 105 125 137 530 807 272 839 129 442
8425, 81 117 224 192 178 322 395 137 435 168 166 261 309 369 114 213 105 839 125 73
1400, 107 61 224 192 83 212 1 435 168 309 194 105 125 396 73 284 129 382 38 53
9594, 25 42 230 67 117 47 133 69 167 178 294 212 1 577 104 395 137 369 194 114
1403, 25 19 81 61 230 117 67 192 47 69 167 178 173 294 1 577 104 395 435 322
1404, 2208 107 47 382 117 102 110 224 178 406 802 129 1 67 192 6 669 530 213 435
1408, 139 34 42 80 61 230 67 117 192 133 83 69 4 173 294 212 1 577 395 137
9601, 110 192 47 133 167 137 322 309 168 166 105 839 213 382 22 129 442 244 38 807
9604, 2905 2910 3997 4568 2725 4689 3132 2373 3686 3707 4485 3703 4685 3704 3728 3909 3710 2195 2537 365
1413, 230 47 322 137 435 105 396 73 22 404 38 437 97 402 162 763 86 124 696 604
9607, 42 41 67 4 577 435 173 166 194 309 261 322 807 168 396 272 284 442 459 53
1417, 80 102 67 224 167 178 212 294 322 2 168 137 435 309 166 213 839 129 232 272
9614, 42 41 110 67 224 178 167 194 2 294 1 166 125 168 173 530 577 395 137 435
1423, 192 69 167 178 212 577 322 395 435 530 166 213 105 73 272 284 129 232 442 506
9618, 34 67 47 133 577 1 194 309 105 261 213 114 322 104 168 396 272 284 839 129
1427, 42 19 61 110 117 192 83 4 178 294 212 1 2 395 137 435 168 530 166 261
9620, 81 41 178 69 104 83 173 322 212 382 294 2 137 185 309 1 168 449 763 437
1429, 192 224 212 117 166 105 213 807 168 369 396 284 839 442 22 232 5 436 506 97
9622, 34 107 25 110 230 224 178 47 173 167 83 435 137 2 104 322 309 166 369 105
9627, 61 67 224 192 167 577 2 322 395 137 530 166 194 114 213 105 125 396 73 284
9630, 19 102 61 110 224 192 47 83 4 167 212 1 2 322 395 137 435 168 530 166
9631, 80 224 133 83 173 212 2 395 137 168 261 309 369 213 839 73 284 129 232 442
1447, 230 67 47 83 167 577 322 261 194 129 22 404 506 437 807 402 76 636 124 48
1448, 25 42 61 230 67 69 178 47 212 117 4 577 435 1 166 125 261 137 114 530
1449, 18 19 41 81 230 117 192 47 4 294 212 1 104 2 137 435 168 530 166 309
9642, 25 19 80 81 61 230 67 192 224 167 69 4 178 173 212 294 577 322 2 530
9643, 42 19 81 230 67 47 4 178 2 435 530 309 322 137 261 105 839 125 396 73
1456, 81 230 117 224 47 167 294 1 577 435 261 309 194 114 213 105 125 396 73 232
1459, 25 81 102 192 67 47 167 4 294 577 435 166 194 125 261 213 530 168 369 396
9653, 25 42 102 80 61 230 69 178 47 167 4 435 173 166 105 213 114 322 530 104
9654, 102 67 224 4 294 212 166 114 105 839 272 129 232 442 529 185 53 97 124 696
1463, 34 81 117 224 47 133 69 178 294 212 395 137 530 166 261 309 369 194 105 839
1466, 2 107 80 67 212 350 192 47 133 230 83 435 194 224 117 167 166 1 309 104
1467, 42 19 81 61 110 67 224 192 69 4 294 1 577 104 395 137 435 168 530 166
9660, 41 192 4 322 168 125 396 22 404 53 763 124 225 604 312 161 406 88 1734 126
1473, 19 80 192 69 178 2 435 168 530 369 105 232 244 404 506 807 437 402 162 124
1475, 230 47 178 104 2 395 137 435 261 194 213 105 284 442 22 404 382 529 5 807
9670, 34 81 61 230 67 192 173 322 395 137 261 309 369 125 396 73 272 284 129 244
9671, 18 110 230 192 47 83 69 4 167 178 212 577 104 137 435 168 530 166 309 213
1482, 18 107 230 67 117 192 133 83 69 178 1 577 104 322 395 168 166 261 309 369
1483, 110 47 83 4 167 173 395 530 166 261 309 369 114 213 839 125 73 272 232 22
9676, 25 61 47 173 104 137 168 125 396 442 244 404 382 529 185 437 397 162 763 124
1486, 61 1 104 178 133 192 284 294 212 167 396 173 83 2 577 105 137 213 114 73
9680, 80 61 67 117 133 83 69 167 212 577 322 395 137 168 530 166 309 369 194 114
1490, 5099 3447 42 80 61 3727 212 22 152 891 47 2910 102 166 117 604 67 368 395 369
9683, 19 230 192 133 69 4 167 178 294 212 1 577 2 322 137 168 261 309 194 114
9685, 25 42 19 47 83 167 178 104 2 137 168 369 105 73 284 129 404 382 529 5
1495, 25 107 110 192 47 83 69 4 178 173 294 212 1 104 2 322 395 435 166 261
1496, 80 117 67 133 47 224 178 173 322 2 530 395 261 369 114 105 125 129 73 396
9691, 25 81 61 230 117 224 192 47 83 69 4 294 212 104 2 322 395 137 168 530
9692, 42 110 230 67 47 173 212 294 1 2 395 435 530 309 322 166 137 261 194 213
9696, 19 110 67 192 133 69 173 212 577 104 2 395 435 530 261 309 194 114 213 105
1505, 230 69 178 1 309 369 213 105 839 396 73 284 129 232 382 529 185 53 437 402
1506, 107 230 67 133 167 173 212 104 395 168 530 166 261 309 194 213 105 125 284 129
1507, 18 34 41 80 230 67 192 133 83 69 167 173 1 577 2 322 395 137 435 166
9702, 2 309 369 213 105 232 506 529 244 53 124 696 65 449 669 882 791 6 528 68
9704, 41 80 67 117 83 4 167 178 1 2 395 137 435 168 166 309 369 213 105 839
1516, 25 42 19 80 102 81 110 67 192 133 83 173 577 322 395 137 530 309 194 114
9709, 18 81 67 224 192 47 294 212 1 577 104 322 137 168 530 166 261 194 213 105
1518, 107 19 61 230 67 117 224 47 133 69 178 294 1 2 395 435 168 261 309 114
9711, 67 224 294 577 104 395 137 435 530 261 194 105 839 125 272 129 232 442 382 5
9712, 166 125 73 272 5 38 53 86 76 225 604 419 118 757 528 791 384 32 6 312
9714, 81 102 110 47 117 192 69 167 294 1 2 395 261 369 168 309 839 213 105 125
1523, 19 80 81 224 133 69 1 577 104 435 168 530 261 309 114 839 125 396 284 232
9720, 67 192 69 167 173 212 577 2 322 395 435 166 309 213 125 73 272 284 129 382
1529, 224 47 69 4 173 212 1 322 168 261 369 194 114 125 396 284 232 442 22 244
1530, 25 102 110 230 47 224 167 4 173 577 530 166 839 125 284 232 442 5 404 506
1531, 2 322 168 309 105 129 232 22 382 5 506 38 807 97 162 86 124 459 225 604
9724, 25 42 81 192 67 69 83 178 133 212 167 4 435 1 166 194 125 261 213 137
9726, 19 69 4 294 212 322 137 166 261 309 369 194 114 213 105 839 125 272 284 129
9727, 139 61 224 133 4 173 104 322 137 530 166 261 213 105 839 396 73 284 129 232
9731, 117 173 294 212 1 577 2 137 435 168 530 166 261 309 369 194 114 125 73 284
1541, 107 102 110 117 224 133 83 69 173 294 212 1 577 2 395 137 168 530 166 261
9736, 42 19 81 61 110 192 67 69 83 178 47 133 117 167 4 1 173 166 194 395
9737, 61 110 230 117 1 294 435 104 577 2 309 395 194 168 369 166 114 73 272 129
9738, 117 167 173 2 435 168 166 369 213 105 396 284 129 232 244 529 185 506 53 807
1550, 230 67 117 224 4 294 1 2 168 166 105 839 272 22 404 382 5 506 807 97
1553, 322 168 309 213 839 129 404 382 529 506 53 807 397 763 124 459 696 76 604 419
9746, 19 80 117 67 224 178 133 4 167 83 69 212 435 577 1 261 166 395 114 369
1555, 139 107 133 294 322 168 261 194 114 213 272 232 442 22 244 382 529 5 38 807
9748, 107 42 19 102 81 230 67 117 224 192 47 4 167 173 1 104 322 137 435 530
9750, 61 192 230 178 47 133 212 117 1 166 105 261 213 137 322 104 807 38 168 369
1559, 42 19 41 61 117 192 47 133 69 167 178 294 212 1 577 104 322 168 530 166
9752, 19 102 61 117 47 167 577 2 395 530 166 261 309 194 213 839 396 73 272 284
1562, 107 19 61 117 224 83 4 167 577 104 395 530 166 309 114 105 839 125 396 272
1565, 34 42 61 67 224 133 69 167 178 173 294 212 1 322 395 137 168 530 166 369
8454, 19 102 61 110 230 117 224 192 83 69 167 178 173 294 212 1 577 395 435 530
1574, 110 604 47 168 230 69 224 178 83 213 435 577 105 212 166 396 1162 839 194 261
9767, 25 102 81 61 230 117 47 167 1 2 322 168 530 261 369 194 114 213 105 839
9770, 41 110 167 178 1 577 104 166 137 105 73 129 284 5 506 244 38 185 437 807
9773, 25 41 80 102 61 230 224 192 47 133 69 167 178 173 294 212 577 2 322 395
1582, 963 2229 117 69 530 114 67 224 992 384 1 396 309 442 47 451 201 369 22 402
9778, 117 133 83 69 4 178 1 104 2 435 168 530 309 194 114 213 105 125 396 284
1587, 110 192 69 224 178 47 133 212 167 4 577 1 173 166 194 309 125 261 213 137
9780, 139 25 102 67 47 133 83 4 167 178 294 577 2 137 435 168 166 309 369 114
9781, 61 192 47 133 4 167 178 212 1 577 104 395 435 530 261 309 369 114 105 396
9783, 42 19 41 102 230 67 117 224 192 47 83 69 167 178 173 212 322 137 435 168
9785, 80 110 67 4 117 69 178 133 83 294 435 104 577 2 322 309 369 166 125 73
9786, 2 1304 61 81 107 102 42 25 4 1 65 719 69 1279 47 1111 309 114 178 22
1595, 224 167 83 125 309 97 369 402 442 38 807 86 162 5 68 53 506 384 791 171
1598, 25 42 19 41 61 67 117 192 133 83 69 4 167 178 173 212 1 577 104 322
1599, 67 577 104 322 395 261 839 129 22 244 404 382 529 5 506 53 807 437 97 402
9793, 230 67 224 133 83 178 173 294 212 1 577 322 137 435 309 194 213 105 839 396
1602, 192 133 212 435 530 137 261 395 105 404 22 437 244 506 232 272 807 5 162 669
1604, 1598 2 1963 425 110 213 67 117 1162 167 192 137 435 69 212 5 449 185 232 406
9797, 42 19 102 47 69 4 178 212 294 1 322 2 530 137 261 125 73 396 284 22
9800, 18 110 67 224 69 178 294 1 577 322 395 137 435 168 530 166 309 369 194 213
1610, 107 19 41 80 224 192 83 69 173 294 212 1 577 2 395 137 435 168 530 166
1611, 25 107 42 224 192 47 178 173 1 577 104 2 322 395 166 261 309 194 105 839
1614, 42 67 117 224 47 133 4 167 1 577 322 168 530 261 309 369 114 105 396 73
9808, 107 102 81 224 69 4 294 577 395 530 166 261 309 194 114 839 125 396 73 272
9810, 19 230 117 67 47 69 4 294 104 261 322 395 213 435 137 232 125 244 529 22
270, 80 110 192 4 133 167 1 83 137 194 104 322 166 168 369 73 105 839 213 284
1622, 61 67 47 224 167 4 178 1 2 577 104 137 213 839 125 73 232 5 382 404
9815, 133 2 435 166 309 369 213 272 22 244 529 38 53 437 162 86 124 76 419 118
1626, 42 41 114 1 396 105 442 125 62 201 402 225 995 86 178 232 2635 2723 397 272
1628, 110 224 192 47 83 173 577 104 137 168 261 309 839 284 129 232 244 382 185 506
9822, 81 110 192 4 1 2 435 261 369 213 839 396 272 129 442 22 244 404 506 38
1634, 167 294 577 173 166 194 105 261 213 38 272 129 442 459 436 791 636 265 419 259
1638, 41 102 61 117 69 4 178 212 1 577 2 137 435 168 530 261 309 194 114 105
1639, 19 80 110 230 117 192 133 83 4 167 173 1 577 395 168 166 261 114 213 839
9833, 18 230 192 47 173 294 212 577 104 395 137 168 530 166 261 309 369 194 114 839
1642, 102 192 230 67 2 173 395 382 636 284 807 180 397 114 396 38 129 437 529 5
1645, 80 230 117 224 133 83 4 167 178 294 577 104 322 395 137 168 530 166 261 309
1648, 61 67 47 4 167 294 104 395 435 166 261 194 114 213 839 125 396 73 272 129
9845, 19 80 224 47 178 577 104 322 395 168 369 194 114 213 839 73 272 232 244 404
1659, 80 67 224 133 294 167 577 137 309 194 166 125 396 839 213 22 232 442 38 397
1663, 102 81 61 167 173 2 322 137 435 168 166 309 369 125 396 284 129 232 442 22
9857, 47 133 69 173 1 577 104 2 322 395 168 530 309 369 114 839 125 396 73 272
1668, 25 230 67 47 4 173 294 1 104 2 395 137 435 168 166 369 114 839 73 284
8470, 61 117 224 192 212 322 261 369 396 73 272 284 442 244 404 382 5 506 53 807
9865, 47 178 83 212 322 577 137 1 261 166 395 114 284 309 404 839 194 129 22 529
9837, 47 2 137 166 309 369 194 213 105 839 284 129 442 382 529 5 185 506 53 437
1681, 81 230 224 47 294 104 137 435 168 166 105 839 125 284 129 22 244 404 382 529
9877, 41 117 47 83 167 212 1 577 104 322 137 530 166 309 194 114 73 272 232 442
1688, 2576 230 1874 110 185 915 83 2 162 4 294 52 261 212 435 69 437 192 244 194
9882, 102 80 61 69 83 47 212 167 4 294 577 1 166 194 395 105 213 114 322 104
1691, 178 294 2 104 435 105 125 73 272 232 442 5 382 404 38 185 437 807 97 86
9884, 19 41 80 102 110 67 117 47 69 178 173 294 212 104 322 395 137 435 530 166
9885, 19 81 67 224 47 4 2 435 168 530 166 213 105 839 125 396 73 272 129 442
1695, 25 41 107 110 117 294 69 22 104 224 402 765 124 0 173 1 322 2 45 192
9894, 230 192 83 167 577 435 272 129 442 404 382 437 162 459 225 604 48 528 791 449
1705, 83 178 294 212 1 577 104 2 435 530 166 261 213 105 125 73 232 22 244 382
1713, 102 61 110 117 192 133 69 178 173 212 1 577 104 2 322 395 435 168 166 261
1716, 41 110 117 83 167 178 294 1 137 168 166 261 114 105 284 232 244 404 5 185
1717, 34 25 19 80 81 230 67 117 192 47 83 69 178 173 1 577 104 137 435 168
1718, 110 67 47 83 167 212 1 577 322 395 137 435 530 166 369 194 114 213 105 839
1722, 61 224 67 69 83 212 104 1 577 137 395 530 261 166 168 369 114 194 105 839
1724, 117 1 137 168 530 369 114 284 22 529 38 807 437 124 76 225 48 528 669 791
1725, 18 81 110 230 67 4 167 178 173 294 1 2 322 168 530 261 213 839 73 272
1726, 25 80 224 133 178 294 212 1 577 104 2 168 166 309 369 194 114 213 125 73
1728, 67 4 167 173 294 212 1 577 104 2 395 435 168 309 369 114 125 73 272 284
1729, 61 47 67 178 133 69 294 212 322 577 2 213 395 168 114 369 839 194 129 382
6877, 139 41 47 117 178 4 167 83 173 104 212 322 213 261 166 395 114 369 194 382
1736, 80 83 47 117 167 213 322 104 807 38 284 839 129 442 459 382 404 5 436 506
1737, 81 230 67 133 83 4 167 173 212 435 530 166 213 105 839 272 284 129 442 404
1739, 19 102 81 61 110 67 224 47 133 294 1 395 137 530 166 839 396 73 272 284
1751, 102 110 117 192 133 4 178 2 322 395 435 168 530 261 309 369 194 114 105 125
1752, 42 19 230 117 83 69 4 212 1 2 322 395 435 530 261 309 194 114 213 105
1754, 1589 4928 2019 802 4085 4063 2725 375 2 261 67 3542 2671 425 4993 2035 2705 1 3829 4671
1758, 395 168 839 396 272 129 442 22 244 404 382 5 38 807 437 397 162 696 225 48
1759, 42 81 117 104 322 137 168 166 309 369 213 396 272 284 129 232 22 244 382 5
1770, 81 616 124 167 307 4 61 284 449 636 294 885 232 168 213 192 67 312 1408 1304
1774, 139 107 80 117 224 133 83 178 173 212 104 137 435 168 530 261 369 114 839 73
1776, 107 42 230 67 167 173 294 212 104 322 395 137 435 168 530 166 261 309 114 839
1791, 41 80 81 61 224 192 83 4 178 212 104 322 435 168 166 261 309 369 194 114
1792, 80 61 230 192 133 4 178 212 2 137 530 166 309 114 105 839 73 129 232 442
1793, 107 230 192 47 133 4 167 212 577 104 2 137 166 261 309 194 114 105 125 396
1794, 212 104 2 309 396 284 442 22 244 404 382 185 53 807 97 402 763 86 124 459
1797, 25 110 67 117 224 47 69 167 178 1 104 322 168 166 309 114 213 105 839 125
1800, 42 102 230 224 83 69 4 104 2 322 137 435 261 369 213 839 125 396 272 284
1803, 61 67 117 69 1 435 168 530 166 261 309 194 114 839 125 396 73 129 232 442
1807, 25 19 230 224 47 133 83 167 178 173 212 1 104 322 395 168 166 261 369 194
1811, 67 4 178 133 2 104 309 369 105 839 213 396 284 272 442 232 22 97 402 118
1812, 18 61 167 212 1 2 322 168 530 166 309 194 114 213 839 125 396 73 272 284
1813, 42 19 81 110 230 117 67 178 173 294 2 577 104 435 166 369 114 194 213 105
9860, 107 41 230 83 192 47 212 2 168 105 309 261 402 395 284 396 382 442 129 807
1820, 102 4 173 294 1 104 125 73 284 232 442 22 382 529 5 185 506 53 807 437
1821, 178 294 104 137 261 309 213 105 129 232 22 404 382 38 53 807 97 763 124 696
1823, 102 83 2 322 137 309 125 73 129 244 382 185 506 38 53 86 459 76 225 604
1829, 42 81 230 67 192 69 294 577 2 435 530 369 194 114 125 396 129 382 5 185
1830, 41 224 47 69 4 167 395 435 261 309 369 194 105 396 73 232 22 244 382 5
1835, 42 102 61 47 69 178 294 212 1 435 530 166 194 125 396 73 272 129 232 404
1836, 42 19 61 230 67 117 192 133 69 4 167 173 294 212 1 104 2 395 435 168
1846, 19 67 178 1 2 395 435 166 114 105 839 232 284 22 38 97 402 86 124 76
1851, 34 110 224 192 133 69 212 104 2 395 137 168 166 309 194 213 105 839 125 396
1859, 19 81 117 224 47 173 577 104 322 137 309 114 105 839 284 232 442 22 244 404
1860, 61 81 25 117 102 192 47 224 4 69 178 530 382 1 173 133 212 104 435 168
1861, 19 61 67 47 69 178 294 1 577 104 2 137 435 530 166 261 309 369 194 114
1867, 25 110 192 83 167 69 178 173 212 1 577 322 2 137 395 309 166 261 369 213
1872, 107 41 117 224 173 577 104 2 530 194 105 839 129 232 442 22 244 382 185 402
1877, 102 67 4 69 294 2 166 530 309 137 73 114 213 382 396 125 272 118 404 22
1886, 139 80 117 133 4 167 173 212 577 137 168 530 261 114 213 125 73 284 129 232
1890, 230 83 167 178 1 104 2 395 369 213 839 272 129 442 22 404 506 807 97 162
1895, 67 133 83 178 173 212 577 2 309 369 194 114 839 125 272 284 129 244 382 529
1899, 80 110 83 224 178 117 4 1 173 194 395 105 125 137 114 322 807 38 272 284
1901, 3397 2110 5284 1065 3042 5289 4690 4312 1099 5401 2727 349 2768 3228 4006 2968 126 1825 4106 2385
1908, 963 2229 192 992 1 309 105 125 201 322 76 995 839 2635 2723 397 272 173 166 898
8510, 42 102 61 192 69 178 173 577 2 435 168 530 309 194 114 125 396 272 382 506
1912, 224 133 69 173 1 104 2 322 435 530 261 369 105 396 284 232 442 22 382 529
1913, 67 117 192 167 212 1 577 322 395 137 530 166 261 309 369 114 213 105 839 396
1920, 133 4 178 1 577 322 137 530 369 105 839 396 73 284 244 404 382 529 5 185
1930, 41 80 61 67 47 133 69 4 173 212 104 322 395 137 435 166 261 309 369 194
1932, 192 83 4 173 2 322 137 435 168 261 369 194 73 272 232 404 382 529 5 53
1933, 25 80 102 110 224 4 167 178 173 294 104 322 435 168 369 105 396 73 272 284
1936, 61 67 224 178 47 173 309 213 137 322 104 807 168 272 284 129 459 232 53 382
1938, 67 224 178 1 577 322 395 194 168 166 261 105 125 839 213 284 382 402 442 397
8516, 230 167 4 395 213 137 322 168 369 284 839 604 442 22 459 53 382 5 436 529
1952, 107 19 61 110 69 117 4 133 83 178 212 167 173 294 1 2 322 166 104 261
1957, 69 224 133 4 294 309 114 369 396 272 604 442 53 506 528 185 791 86 437 636
1971, 41 110 67 224 133 4 178 173 294 212 1 2 322 137 530 261 309 369 114 839
1972, 102 81 230 117 192 69 167 294 212 1 577 435 530 166 261 309 369 194 396 73
1976, 80 61 117 133 47 83 178 173 1 2 309 168 137 114 105 396 73 129 272 232
1980, 41 110 230 67 192 47 224 178 173 212 2 395 435 166 261 114 194 213 105 839
1981, 61 110 67 83 69 178 173 294 212 577 2 137 435 261 114 125 396 73 272 129
1984, 192 69 173 194 395 309 125 261 213 807 168 272 284 604 442 73 459 232 402 5
1991, 42 19 41 80 102 67 117 224 192 83 69 4 167 178 173 294 212 577 104 2
1992, 34 41 80 110 133 83 294 212 1 104 309 194 125 73 272 284 22 244 404 382
1993, 42 19 41 102 81 61 67 117 224 133 83 69 4 294 212 1 577 104 2 395
1994, 19 41 61 110 67 192 133 83 69 4 167 178 294 212 1 577 104 2 395 137
1997, 110 80 192 69 530 105 83 137 1 213 322 173 2 435 212 284 577 232 114 395
2001, 117 192 577 168 530 261 213 284 244 382 529 5 506 53 402 397 162 86 124 459
2002, 81 230 67 192 133 83 69 178 212 294 1 2 577 395 309 322 137 194 105 284
8526, 67 83 178 47 117 167 294 435 173 166 194 309 114 38 168 272 129 604 442 22
2006, 18 41 230 224 178 47 133 117 577 435 1 173 194 309 261 114 530 807 38 168
2009, 19 67 117 47 178 294 212 577 104 2 322 395 168 530 369 194 114 213 396 73
2012, 41 294 1 2 137 166 261 369 114 105 125 396 73 272 129 244 404 529 5 185
2013, 2 18 133 83 230 19 110 604 886 192 2910 117 137 1 213 224 69 294 435 167
2017, 41 81 110 230 67 224 192 1 577 104 322 137 530 194 213 105 125 396 129 404
2026, 139 25 107 42 80 110 133 47 224 167 294 2 104 309 322 168 369 114 213 105
2027, 80 110 230 192 224 83 294 530 2 577 261 395 114 369 194 309 73 105 213 284
8530, 41 107 102 19 886 137 1 294 435 4 178 47 425 38 322 194 129 284 22 168
2031, 18 25 61 110 67 192 4 167 173 1 104 395 530 166 309 839 73 272 284 129
2037, 41 80 102 61 67 117 47 83 69 4 1 104 435 168 530 309 213 105 125 73
2038, 230 117 104 322 369 73 284 382 272 232 402 97 529 244 437 397 807 506 225 185
2053, 1004 1038 4591 1988 4891 5406 3600 3852 324 4048 3902 1430 2868 86 614 3733 60 963 3369 5244
2055, 19 81 1 2 435 530 232 22 382 506 437 162 763 696 757 65 449 384 32 312
2058, 230 83 173 294 577 2 137 435 261 369 194 114 105 272 129 442 22 382 185 506
2061, 61 224 178 47 4 294 435 173 530 104 839 442 73 232 382 402 404 529 97 528
2063, 224 47 69 167 212 322 168 166 309 194 213 105 396 272 284 129 244 404 382 529
2067, 69 167 178 2 530 166 261 369 114 105 396 73 272 284 22 244 382 38 807 437
2071, 139 110 224 192 133 83 4 167 173 294 212 577 104 322 395 166 261 369 194 213
2072, 42 19 81 230 67 224 178 47 4 435 1 173 166 309 261 213 137 114 322 530
2076, 67 224 577 104 2 322 137 435 166 261 309 105 839 125 284 129 232 22 382 185
2081, 102 133 83 69 178 294 168 166 261 309 369 194 114 125 396 73 284 129 404 529
2086, 178 167 4 294 577 435 166 309 105 125 261 114 322 807 168 396 272 839 73 459
2088, 67 117 224 47 69 167 178 173 294 1 577 104 2 137 168 530 261 309 194 213
2093, 34 102 81 117 224 47 133 83 69 1 2 395 435 168 166 261 309 194 114 213
2094, 80 230 117 133 83 167 178 137 435 168 530 309 369 114 213 125 396 73 272 284
2100, 224 192 47 133 69 212 104 435 168 530 261 309 369 194 114 125 396 73 272 129
2103, 25 41 80 110 230 67 133 224 83 69 4 178 294 577 104 395 435 137 261 369
2104, 47 168 369 194 213 396 272 284 232 244 382 529 5 506 437 397 124 459 696 636
2110, 42 19 102 230 4 178 294 1 322 137 435 309 396 284 244 404 382 529 506 437
2113, 41 192 133 69 294 212 577 104 322 166 309 194 839 73 272 232 442 404 185 53
2116, 102 61 230 133 83 167 178 294 322 2 530 137 435 309 105 129 73 396 232 272
2117, 67 1 2 322 137 435 166 309 194 213 105 839 396 272 129 442 404 529 5 807
8545, 18 107 224 117 47 133 173 577 137 322 168 166 114 105 73 839 213 284 382 272
2123, 139 102 81 61 230 117 224 47 133 4 178 1 577 104 395 168 530 369 213 105
2125, 898 102 61 110 230 2 69 224 67 178 1 802 22 435 384 168 223 309 213 487
2129, 81 110 67 69 173 294 577 2 137 168 530 194 114 125 272 284 129 232 442 22
2131, 102 110 230 117 133 83 173 294 212 322 435 166 309 213 105 839 73 284 129 232
2138, 25 19 117 47 83 69 4 178 577 2 322 168 105 839 125 396 73 272 442 22
2141, 19 67 192 178 577 104 2 322 395 435 168 530 194 114 125 396 73 272 284 129
