userid,foodid
9620, 1628 1618 81 307 347 41 334 771 223 638 188 1105 60 88 2177 394 1735 1008 597 951
1429, 291 707 452 573 1705 276 1071 1008 248 762 1586 506 394 1691 2145 193 1300 1080 229 1028
9622, 34 107 381 198 3586 1691 1399 1349 134 384 297 355 949 79 1618 898 556 118 2836 2195
9627, 664 918 574 513 567 216 798 1335 123 613 24 257 192 304 302 1088 2566 446 511 891
9630, 566 1134 218 882 1474 213 392 262 14 846 2160 19 414 211 806 1155 272 837 418 188
9631, 497 341 276 963 353 147 1304 209 943 506 381 3028 308 573 217 1748 347 1352 1359 76
1447, 439 398 584 418 958 954 793 1669 247 87 847 324 509 1398 906 1599 160 1111 1645 362
1448, 383 828 396 357 826 436 1153 403 664 334 769 236 778 170 2026 1234 69 616 748 117
1449, 18 567 520 510 19 210 2515 2509 331 282 615 1566 625 1082 463 1524 1907 440 1761 256
9642, 19 1082 81 25 175 170 654 754 201 755 80 1288 198 455 473 99 381 465 545 1185
9643, 1228 76 494 690 755 654 425 381 2000 726 380 1095 152 826 1618 240 490 1016 1042 198
1456, 494 219 3586 427 758 170 1399 910 28 2605 452 1445 2176 616 1740 762 204 621 565 109
1459, 25 845 317 14 563 1651 1405 580 1587 630 442 1162 837 1408 1127 490 2767 2072 1173 969
9653, 291 8 462 973 102 217 80 664 1405 958 812 353 42 322 625 25 14 841 490 3617
9654, 376 580 440 102 943 181 2233 1398 1080 792 940 29 1274 3729 497 44 193 918 212 1366
1463, 34 643 414 274 326 295 341 266 1305 240 338 708 1527 246 1851 304 522 81 1174 1032
1466, 539 567 107 80 1221 331 216 977 210 1051 867 1155 520 772 131 302 1033 2900 133 334
1467, 707 2730 806 907 1584 450 858 110 689 534 930 1552 662 748 2102 19 704 436 620 4
9660, 248 973 646 776 1119 87 423 465 665 2014 1584 147 14 219 297 1299 1315 2331 339 522
1473, 407 576 667 174 1804 132 242 1599 882 1298 1315 963 339 1258 1940 409 891 1585 19 1948
1475, 574 2102 611 282 210 541 346 266 2195 889 1169 528 248 247 1046 1530 522 2491 599 257
9670, 34 1996 1113 947 1261 1007 2549 3727 765 437 2602 651 2102 188 1628 1127 1018 235 81 590
9671, 18 290 567 331 2005 127 210 510 216 315 514 2900 1628 446 609 2503 668 940 124 484
1482, 18 302 107 771 1264 123 287 567 273 563 111 295 229 210 518 1536 315 2613 690 2509
1483, 350 1365 2225 440 4 1185 14 317 24 246 82 739 954 565 12 1705 691 410 1032 1924
9676, 25 407 1130 228 664 295 597 1361 256 935 689 1474 248 125 566 1804 392 160 61 2005
1486, 907 323 181 383 61 1080 2836 334 1932 284 381 44 406 815 1076 529 1405 209 1071 127
9680, 762 61 276 1907 369 1756 323 2000 947 269 1697 459 1155 3028 1315 2277 1134 290 2010 99
1490, 80 1134 1405 406 888 65 42 102 262 389 2451 973 626 2602 951 448 482 33 376 1249
9683, 2195 782 1105 958 188 469 56 1405 947 798 170 14 1907 223 882 308 119 2005 1584 1978
9685, 613 407 96 42 2864 33 606 19 2102 1715 621 399 1618 3124 381 1080 1991 1352 2225 572
1495, 25 1153 107 423 1299 350 828 846 1628 1382 708 417 233 992 44 899 644 324 663 384
1496, 849 80 67 1044 710 606 147 2000 109 440 219 1261 117 229 771 663 1399 395 921 1264
9691, 25 235 1162 620 1256 821 61 33 645 60 188 1470 556 90 535 346 436 921 287 2053
9692, 563 42 845 1618 475 643 2636 720 1361 644 709 236 689 1205 748 2053 872 649 1523 1309
9696, 19 1221 1576 110 406 689 616 2613 48 662 787 1168 1399 133 357 317 821 253 620 1917
1505, 82 522 56 1113 493 505 262 455 1304 53 768 225 357 384 625 1351 8 311 1761 2195
1506, 580 107 418 127 1084 1162 936 225 475 1217 368 136 484 261 2000 1205 1452 94 1044 341
1507, 18 34 108 1651 45 597 556 130 763 180 545 1 1263 41 2085 175 2636 3 846 334
9702, 423 82 637 518 1342 1046 1618 1748 1628 891 718 146 792 677 1673 99 323 362 1883 475
9704, 93 455 576 1306 973 348 1113 330 1298 1 80 33 119 262 82 334 1016 473 638 978
1516, 464 42 754 262 1113 99 161 33 1598 1298 2176 29 1618 25 489 1238 737 1060 80 1403
9709, 18 520 2005 867 538 446 3081 315 1294 3670 812 506 1754 2102 591 2515 2503 2900 597 162
1518, 19 216 107 179 347 1566 625 407 133 1524 1470 615 1082 1628 982 453 2208 642 338 484
9711, 826 354 1033 916 395 815 308 445 1162 1458 355 591 1754 339 211 963 334 1408 1248 841
9712, 119 1134 134 2026 28 3203 1300 1047 799 87 17 2237 731 1585 246 383 1740 1105 1599 317
9714, 81 223 1559 1315 859 2602 52 147 109 545 287 342 204 969 131 439 509 102 1046 362
1523, 910 556 1071 482 341 19 24 1047 389 1301 1306 1669 708 888 1948 2908 969 2026 1559 916
9720, 1427 408 468 1924 324 27 793 921 496 792 212 1185 425 54 1258 1889 534 269 63 522
1529, 837 726 1155 125 704 731 826 1162 277 2195 689 1935 413 29 1365 212 566 219 1274 1754
1530, 102 626 1891 604 468 25 290 1399 12 1948 443 940 273 563 223 179 1234 484 754 126
1531, 96 847 611 1835 969 1125 179 754 1678 662 1890 887 584 958 943 599 1299 407 793 2197
9724, 820 450 1889 724 954 971 469 664 2195 1874 93 155 235 907 25 565 1096 81 449 973
9726, 353 584 19 940 29 576 425 427 2550 765 136 1102 595 846 580 76 494 193 440 1398
9727, 139 188 1366 958 1804 241 124 334 11 1095 487 99 297 407 12 709 904 425 888 341
9731, 1042 771 643 233 1071 44 181 691 2056 2613 423 845 936 2225 1151 762 838 407 242 910
1541, 107 754 767 921 218 6 354 1362 2613 726 7 262 2590 213 291 127 845 334 1756 392
9736, 81 1305 295 985 2033 19 1274 42 376 947 654 490 821 14 427 341 170 951 597 1474
9737, 61 838 969 274 858 938 952 731 269 691 1274 1451 126 784 535 180 403 940 3 1474
9738, 565 1618 1478 772 410 1650 427 257 240 2145 1948 484 117 475 2549 858 289 1624 218 1719
1550, 1697 134 1153 2102 867 362 1435 1305 1599 223 566 2085 2177 48 1991 1130 1694 806 248 353
1553, 1530 295 90 514 1536 539 1524 1361 82 350 1051 708 2005 576 302 613 229 2440 930 210
9746, 334 1294 919 597 849 936 2626 1028 425 1935 413 209 317 2153 450 346 565 17 1301 2177
1555, 139 383 107 2864 348 247 618 453 2613 181 1096 938 317 463 2102 663 84 815 566 179
9748, 81 134 621 94 126 102 368 1835 638 867 611 820 721 147 718 1261 291 341 1453 204
9750, 418 1134 645 522 8 963 891 61 490 1264 377 2005 882 580 211 60 201 17 772 1585
1559, 3 1306 42 19 501 425 323 915 56 1996 907 389 849 30 133 383 417 1299 741 951
9752, 707 1939 754 2281 918 403 718 103 888 2000 1071 1212 198 193 85 463 263 3247 1221 1369
1562, 107 1335 414 324 1851 563 61 534 404 289 815 645 402 236 826 283 691 1398 1943 2120
1565, 34 42 977 262 1085 1889 2302 1212 161 1586 2802 266 1060 652 1333 99 324 828 377 1361
8454, 665 936 61 535 110 19 423 754 1234 482 1492 338 102 1427 720 649 11 327 888 425
1574, 273 845 958 762 2549 1669 1051 776 1932 638 1335 380 563 1889 1016 110 1096 468 403 994
9767, 25 1301 771 1907 448 762 918 606 217 643 899 566 943 618 2176 858 1835 2602 1153 362
9770, 748 1294 1735 399 726 2102 847 882 584 947 2387 826 249 906 719 1697 179 408 277 465
9773, 1130 453 25 691 1084 274 33 613 407 3586 534 484 700 230 1306 69 958 654 308 248
1582, 87 392 1091 534 134 501 1740 127 943 940 708 849 291 1874 1044 201 1084 664 1151 114
9778, 1948 302 1943 216 514 342 3670 2900 541 60 290 538 726 1530 3461 484 3674 803 583 615
1587, 427 707 1212 212 468 951 663 1365 1889 779 645 748 772 701 1834 520 3571 1249 531 293
9780, 25 139 494 269 821 8 867 293 455 102 710 1228 198 308 482 908 1084 845 166 849
9781, 936 17 2053 269 453 290 712 731 1963 710 180 958 1405 1249 762 2153 346 356 726 232
9783, 83 19 338 41 1834 762 93 42 1719 611 442 915 230 889 1028 566 53 440 1294 29
9785, 80 242 364 276 399 99 754 724 334 888 3 1016 195 720 826 2281 954 626 381 2730
9786, 42 107 484 403 114 2208 1734 2225 636 368 513 1470 837 289 152 25 782 609 459 225
1595, 935 407 134 689 2602 584 1234 712 109 487 936 2197 198 1369 188 668 266 906 640 859
1598, 25 563 19 1587 1660 425 1651 1305 938 2026 41 1669 389 323 256 1655 440 748 532 61
1599, 828 645 921 109 1206 132 1153 1612 277 730 584 935 476 1305 1333 291 689 1398 668 1365
9793, 364 2102 188 209 132 287 235 748 291 44 849 1584 531 918 473 1939 755 882 7 720
1602, 787 1948 1967 1445 198 643 2167 1234 1240 293 355 772 509 613 410 668 724 473 44 2033
1604, 14 662 638 549 198 754 888 1635 291 863 27 287 188 2208 441 820 958 1834 938 352
9797, 1298 668 1470 708 86 1095 181 198 1299 707 784 618 556 290 726 51 308 535 606 778
9800, 18 1365 757 355 772 256 152 919 1645 992 1298 1797 539 1 563 229 1697 2252 423 837
1610, 591 710 107 19 1907 41 147 3 1719 721 504 168 985 1669 2836 563 787 2271 802 1228
1611, 42 25 934 2020 473 383 1492 621 691 651 134 1206 985 1169 1770 1212 2137 822 982 304
1614, 414 787 42 721 609 331 342 240 446 236 707 2195 265 161 645 930 326 127 322 181
9808, 107 2102 445 126 2197 1051 1130 918 394 3617 835 1335 952 229 809 295 1228 2026 1299 2730
9810, 726 556 19 383 518 439 858 943 2636 644 403 287 1780 1399 973 188 654 274 353 2550
270, 28 3028 17 576 496 626 520 537 409 418 1553 170 718 1660 155 1655 85 272 100 167
1622, 132 342 497 443 3027 1335 44 14 640 84 1628 61 12 256 330 531 1309 414 7 1924
9815, 565 423 1996 563 1599 2197 1349 1735 381 1343 994 2605 297 2233 1091 652 295 982 1598 591
1626, 1248 17 690 815 898 423 513 30 2000 2176 1874 147 497 1608 1691 1168 1210 392 591 444
1628, 209 216 249 473 305 787 2864 302 708 342 8 304 324 27 768 1240 240 109 388 292
9822, 1299 192 537 2085 888 2521 1238 81 193 462 4 113 1398 353 3019 644 918 126 724 327
1634, 28 630 645 591 277 425 2072 1907 136 1095 689 1587 1598 621 2331 423 44 2208 1599 450
1638, 616 324 858 269 2642 62 207 663 82 24 799 388 1305 1042 155 747 828 1248 1618 494
1639, 90 952 626 731 19 453 938 625 2053 1719 180 763 2020 1452 572 1042 437 664 348 217
9833, 18 645 443 6 762 168 556 346 425 94 915 1162 899 269 442 1018 616 290 2102 504
1642, 565 24 353 382 1651 813 613 399 1427 867 626 173 1151 246 455 1559 792 738 847 119
1645, 193 377 201 1300 80 453 425 849 475 762 427 1740 217 447 94 111 230 256 712 2836
1648, 262 403 1996 338 1105 611 845 1756 1452 936 1151 179 1301 772 907 720 597 566 1598 136
9845, 132 247 19 908 940 807 384 369 935 1315 565 621 1553 276 241 248 529 389 462 538
1659, 2195 973 1228 171 1234 1965 334 1119 80 513 889 776 522 954 3081 213 835 3 353 1470
1663, 291 81 11 423 613 5 219 616 207 1411 324 161 399 1016 88 452 307 501 263 389
9857, 440 2005 777 295 846 27 2053 2177 11 626 7 1405 1523 473 96 287 1362 891 494 464
1668, 691 440 308 179 407 838 556 204 17 25 646 613 1837 2190 1238 626 287 423 160 563
8470, 689 1697 2102 820 1343 815 256 1948 443 1176 668 949 2636 468 304 1155 2145 7 595 520
9865, 940 620 2521 346 2550 1451 265 867 1651 269 475 2626 204 2195 350 414 1274 2160 1151 1669
9837, 574 302 347 441 1130 891 377 1359 567 1228 838 1669 136 340 708 352 1478 179 194 56
1681, 567 539 510 624 1719 1530 302 249 14 2491 615 708 845 2509 175 484 620 562 867 56
9877, 778 123 1263 408 720 611 425 528 399 889 439 52 924 755 731 175 1153 1694 1891 737
1688, 338 531 915 630 762 969 1113 2864 235 707 397 198 2160 3186 473 2730 1294 643 664 2056
9882, 7 65 1238 209 61 86 102 90 1366 1655 2642 80 668 1598 1051 557 654 709 1335 443
1691, 769 522 346 898 2836 1382 136 277 297 563 418 613 807 501 90 295 595 1924 849 652
9884, 80 28 41 1151 19 102 940 47 947 1234 350 225 782 513 2197 518 406 194 970 1618
9885, 19 452 216 210 302 136 315 2056 282 1579 3927 3751 1530 8 362 440 1536 2509 812 525
1695, 25 1352 2026 640 110 513 1691 304 1294 1853 134 443 330 1047 1221 209 2001 545 584 383
9894, 1042 266 1907 1256 2826 1553 513 3800 248 289 645 891 3186 2392 1754 640 1445 835 1694 233
1705, 44 644 2271 330 2602 3438 665 342 1221 749 3586 260 1411 1474 1206 364 409 247 1853 382
1713, 211 815 188 2177 776 762 273 304 616 355 755 821 440 3019 382 449 295 1168 766 403
1716, 443 440 418 33 354 41 12 484 1645 1474 127 2387 179 628 910 821 915 110 392 747
1717, 34 80 25 81 455 1315 437 643 771 216 217 1804 123 756 1618 842 609 2549 307 82
1718, 211 27 626 2730 769 76 468 1492 1248 609 576 323 97 108 2072 5 577 247 1264 368
1722, 2005 287 403 229 346 291 1740 1206 522 99 61 936 737 1333 616 1301 749 28 1008 211
1724, 821 563 246 12 1315 2521 954 117 90 487 726 580 847 147 938 2550 1309 1715 842 324
1725, 18 81 440 453 88 1427 339 179 2177 930 556 4 1756 977 518 127 762 1305 566 110
1726, 25 1105 17 1452 33 126 80 330 87 350 377 620 439 1719 1492 1294 463 1585 1586 1780
1728, 266 8 3247 96 1694 2 2521 209 291 1669 2308 2730 1651 810 537 200 146 1427 618 1332
1729, 188 1780 1085 1144 838 1151 704 1018 1234 1740 417 849 947 65 199 2347 1924 217 357 1168
6877, 139 41 858 11 1134 1044 453 211 269 777 846 1734 826 304 181 260 1084 3571 436 97
1736, 383 935 2102 7 2020 170 56 765 47 348 304 274 667 1264 17 1427 1119 453 437 1624
1737, 849 726 381 1427 484 423 235 146 364 756 380 228 638 584 710 898 84 947 1151 317
1739, 346 1134 273 27 1264 637 908 919 718 1939 652 380 1924 954 2176 2167 3184 1399 1351 2836
1751, 2602 44 125 337 904 384 133 1044 60 838 11 643 2836 994 1728 240 606 201 566 1176
1752, 87 484 1274 42 423 663 969 3247 449 908 2384 636 1470 1168 847 776 253 2387 127 323
1754, 1728 1907 2636 858 2056 425 262 1155 162 327 233 436 667 71 947 662 782 2633 2599 291
1758, 403 908 1660 1470 201 330 1016 1080 837 827 1359 1754 769 1288 863 376 708 362 71 455
1759, 42 81 304 216 1948 769 327 2900 369 210 211 1527 514 576 849 1212 867 52 446 2005
1770, 1754 7 1154 2549 2331 427 1221 724 14 616 2085 899 721 1834 1608 103 198 2033 597 1153
1774, 381 139 28 640 248 107 7 201 453 907 327 407 324 1335 839 1697 691 65 266 2153
1776, 107 644 42 506 1028 613 662 494 2197 888 2167 1351 195 2550 439 1804 188 1361 381 2626
1791, 17 1427 2005 919 731 1599 80 380 1719 1398 918 1105 235 81 323 1651 609 413 2225 228
1792, 645 291 1756 218 451 24 534 1399 947 1130 748 1889 109 3019 1134 2102 674 1523 2374 1924
1793, 107 665 938 1492 376 223 60 1335 2153 1256 155 2233 45 449 230 179 455 175 1006 1228
1794, 2072 1234 1624 591 815 1651 769 1130 2252 259 170 111 109 1948 958 762 971 1300 904 2292
1797, 241 206 1645 473 1044 14 347 87 28 567 845 45 910 643 168 591 423 919 916 216
1800, 42 246 606 2613 1587 462 858 1304 291 640 257 779 566 1146 1283 938 506 1586 1263 1300
1803, 1082 266 1967 2153 28 2337 651 3617 1151 597 293 2642 763 1119 368 1335 721 2303 462 2005
1807, 25 958 1300 935 2576 406 276 1834 376 2208 442 17 1924 906 771 312 350 440 171 940
1811, 211 276 522 2000 1298 1234 170 1559 1748 938 668 44 2225 969 79 1694 323 417 907 1301
1812, 18 520 663 136 710 537 317 1264 8 350 2102 487 626 407 170 838 1907 2215 122 2277
1813, 42 233 1660 828 769 1492 1016 643 1585 677 1084 1298 440 822 1206 235 626 109 110 665
9860, 107 1176 27 919 663 383 1362 284 443 44 382 324 134 504 2197 777 1408 90 522 891
1820, 640 2102 889 394 845 425 584 248 450 2033 1403 408 1130 294 1007 1102 807 201 1080 185
1821, 935 763 720 1478 1705 1939 195 169 2197 806 2605 444 591 2337 872 2550 756 936 882 453
1823, 2195 475 1300 1305 179 324 427 198 413 445 1750 739 846 784 919 1032 1008 2167 1734 636
1829, 1206 1264 1032 769 259 295 119 771 810 741 1301 393 452 616 621 2826 947 2014 1258 719
1830, 754 1298 170 731 973 3 41 1761 755 1398 1612 407 1651 549 337 1599 994 609 248 180
1835, 1221 307 1705 1300 287 1874 643 42 841 2435 71 289 611 770 846 1008 1168 621 590 455
1836, 33 42 1967 778 19 24 1205 1256 1298 731 287 448 973 2277 2177 323 910 952 624 348
1846, 749 307 640 936 556 668 88 888 1206 233 1111 90 2208 1411 1170 1130 846 247 219 464
1851, 34 777 331 539 28 1474 282 216 568 17 82 323 537 1530 624 12 1527 1584 48 99
1859, 19 246 443 59 274 665 247 943 353 625 859 330 326 96 365 462 826 348 1228 766
1860, 591 126 1234 25 1874 274 259 248 807 707 973 1261 509 1890 1082 710 1967 30 355 936
1861, 235 1256 501 61 19 425 721 1559 44 342 1305 1697 293 1261 1935 1333 611 899 368 96
1867, 453 1298 417 1754 849 266 235 25 1155 549 1288 2613 384 295 103 2102 383 464 482 2602
1872, 107 708 248 1458 1105 2521 269 93 664 1719 522 444 342 257 799 290 35 304 936 274
1877, 769 2521 1474 93 522 272 867 357 462 630 737 324 1228 389 2005 826 293 2153 147 102
1886, 139 308 943 88 398 212 353 436 383 1162 90 644 256 1585 1359 473 330 938 947 524
1890, 464 1288 1719 56 347 123 891 109 99 1144 221 289 85 1797 291 1046 206 1804 376 198
1895, 3617 1678 339 1176 496 566 1264 2704 1650 304 1007 846 123 637 940 403 217 1797 381 1599
1899, 80 2613 2145 200 756 86 27 468 392 663 293 348 1095 1645 105 1694 626 1907 644 2177
1901, 628 465 910 709 584 108 708 436 828 2000 453 1403 69 2277 408 394 217 2026 1834 228
1908, 181 414 2102 2864 1405 274 317 2802 346 201 1705 204 535 453 147 295 3571 726 496 1361
8510, 513 799 317 484 640 96 737 76 2020 849 211 109 347 1274 1169 943 427 1151 207 407
1912, 2033 445 556 565 155 384 936 530 640 133 1212 813 1176 2613 307 327 1399 1907 1398 1553
1913, 260 326 266 563 356 1585 240 163 1470 439 409 352 305 2056 281 292 1051 505 522 253
1920, 769 348 496 595 246 977 17 664 87 1361 726 891 146 206 253 468 1315 444 691 1889
1930, 41 1113 468 476 1907 464 1427 754 1153 418 109 80 1274 935 1967 1205 69 61 274 256
1932, 919 453 253 1650 947 269 1948 443 665 1221 27 1028 247 982 1228 529 2521 566 1935 858
1933, 25 102 618 353 654 80 8 168 580 1748 755 406 1095 7 28 211 1645 110 777 765
1936, 61 274 1294 626 849 353 174 1458 1185 317 919 28 1274 87 1071 1694 506 813 782 943
1938, 2000 2145 209 1151 1661 211 534 1361 132 609 769 762 381 2613 821 1907 1628 219 749 518
8516, 1366 613 1130 1134 625 229 247 2730 930 253 1705 389 815 174 936 425 7 195 532 655
1952, 772 891 1264 61 1105 1085 242 908 107 580 417 611 1924 847 19 383 5 689 1650 392
1957, 1405 1130 1228 654 334 1256 1071 342 452 1361 84 1185 346 2521 1435 513 1651 29 249 940
1971, 726 762 201 41 90 935 7 1261 323 958 973 161 1298 1458 1151 469 904 838 1569 455
1972, 1134 12 2613 726 341 1874 771 652 195 109 1084 188 403 240 1298 2085 859 842 304 1890
1976, 889 644 1071 1298 452 233 439 1264 33 626 293 522 1127 482 1694 910 1780 2153 403 410
1980, 906 963 776 584 938 532 3 604 2033 787 826 389 44 1834 256 943 1032 155 640 484
1981, 616 2590 2550 1398 110 994 56 269 1719 921 954 665 417 3729 94 274 662 2271 690 1740
1984, 1155 1960 724 1398 756 241 338 2271 2188 2392 822 1669 1044 147 134 1851 1352 2153 1754 453
1991, 19 260 2000 423 2826 102 2281 1018 812 535 1304 42 1210 749 978 1924 2188 2730 41 511
1992, 34 1294 643 787 1697 691 1008 28 709 1754 1907 2053 124 936 2197 1492 2602 334 938 201
1993, 1669 339 640 1889 41 348 3 355 2277 304 1728 1042 17 548 534 663 1823 556 777 394
1994, 41 19 30 133 17 334 104 611 721 6 155 532 1365 992 330 1940 110 1288 1834 1705
1997, 888 741 1624 689 971 665 1697 443 376 952 1834 1761 469 211 1238 1074 394 327 223 754
2001, 291 1585 513 1924 858 175 295 1080 518 93 1890 392 2254 977 755 2197 712 48 1655 155
2002, 81 2177 1084 339 347 754 1719 133 440 2225 1333 60 217 67 364 189 1940 1728 464 518
8526, 2177 2005 198 1891 2636 383 1586 60 777 762 3247 217 189 2549 181 977 761 233 524 1076
2006, 18 565 1599 484 762 376 465 38 323 2613 924 253 468 1221 1206 1095 1715 576 1033 174
2009, 2102 1834 509 724 513 30 737 402 720 1051 147 835 938 846 2252 1153 1835 2864 29 346
2012, 475 1705 1071 2225 772 2153 1586 935 2292 1678 134 2550 1000 704 708 1298 1635 1261 1185 580
2013, 18 19 730 28 2802 2102 440 1333 2331 2252 2613 1458 68 376 1095 452 677 994 484 274
2017, 82 302 136 362 522 290 451 541 1536 195 539 510 591 210 1948 1294 2900 331 304 644
2026, 139 42 289 25 638 33 323 1493 8 170 497 761 1967 609 353 181 887 274 958 1298
2027, 96 147 640 813 80 193 722 484 841 384 531 152 1669 62 1651 8 618 1740 436 1032
8530, 709 2208 132 107 891 2225 417 274 394 476 845 609 899 102 1309 1343 513 41 346 19
2031, 18 147 394 334 25 28 1134 1234 1176 30 1948 269 353 1939 408 273 146 677 453 1202
2037, 330 41 910 1294 437 556 129 452 3247 2000 96 1315 1016 244 80 82 528 784 1091 459
2038, 291 99 618 888 462 228 380 403 958 754 423 1584 8 891 28 308 573 209 1408 3145
2053, 127 84 763 42 1411 293 1071 597 677 691 287 1304 468 690 936 274 32 938 2225 501
2055, 348 262 136 394 287 1130 1127 363 943 295 451 1332 54 1559 1715 381 1628 1427 731 689
2058, 731 1651 784 690 2576 1427 2704 1740 272 630 838 1771 43 837 2277 919 267 247 662 155
2061, 630 246 599 899 867 425 1044 1333 535 189 1206 357 820 61 813 418 277 383 462 2085
2063, 242 510 446 567 82 522 520 418 1306 27 1136 803 798 867 1527 1948 625 87 1041 518
2067, 304 518 242 762 1585 1221 793 463 1153 2521 1655 1628 1624 2020 2277 1085 622 867 1399 2387
2071, 139 44 338 443 248 611 1153 1697 324 969 383 3586 1382 94 2836 247 350 838 357 1365
2072, 413 109 487 81 134 846 807 323 1248 595 449 1366 1212 304 166 1399 1154 96 606 963
2076, 82 567 510 99 289 771 334 161 446 618 315 229 1361 710 282 520 435 224 1530 1274
2081, 1365 425 102 1427 155 2000 287 754 828 3027 1130 1084 3729 2145 1452 2331 2089 821 163 863
2086, 468 383 837 380 522 643 7 690 1096 1600 618 1300 883 2208 439 749 755 1151 3586 644
2088, 353 1719 443 76 200 644 494 364 731 88 152 117 475 1612 376 730 755 812 1144 1153
2093, 34 534 102 452 982 216 181 82 787 273 259 838 846 510 127 331 302 563 282 129
2094, 838 331 408 798 302 776 368 315 565 247 398 1948 2503 638 2491 278 2515 446 282 339
2100, 841 640 910 1924 2392 1202 1628 1399 99 475 459 643 1369 625 109 413 427 847 409 1735
2103, 25 1924 339 826 1628 1095 1125 452 350 1771 719 930 253 225 201 388 1343 1650 1492 353
2104, 484 201 289 1080 1095 389 308 898 82 838 1553 1299 350 47 87 888 537 985 1359 1530
2110, 102 219 1091 304 253 1834 174 1315 638 394 262 346 42 969 652 599 891 1645 347 2026
2113, 2233 287 748 1033 2145 1352 119 1176 1874 870 2826 1725 1398 969 971 84 977 766 219 4365
2116, 195 356 1924 383 265 935 580 1288 219 494 846 1834 155 1359 84 1264 127 105 440 354
2117, 1263 155 1228 350 1651 845 940 930 170 730 652 969 1889 124 887 1451 522 90 2521 1169
8545, 18 107 236 293 256 304 291 326 295 8 134 330 331 352 132 1740 305 846 3081 96
2123, 139 1130 82 427 230 1 102 395 377 132 302 35 493 236 1478 1804 602 465 1584 362
2125, 413 1889 904 776 1754 87 1405 1263 936 2281 1250 1335 1408 347 915 1585 1304 1398 45 304
2129, 413 217 24 1071 452 1889 353 838 1470 1084 1552 835 793 1169 757 204 1179 858 1250 1748
2131, 1492 731 677 2026 595 940 514 1660 534 1042 350 30 708 102 324 229 1309 284 2380 1655
2138, 25 19 475 389 248 620 577 178 209 334 90 3019 168 362 1697 1655 391 394 14 35
2141, 624 709 537 1298 1134 606 762 1256 1153 443 616 1105 987 904 621 1924 494 334 418 1585
2145, 42 228 654 249 383 266 494 19 211 233 1474 934 217 2636 776 425 104 845 1645 1945
2148, 504 355 807 443 782 1176 626 47 247 845 915 19 407 399 2730 1071 654 84 3200 53
2162, 80 2195 1042 249 943 62 1734 935 490 503 6 1940 908 646 452 1016 761 930 4 1294
2165, 1205 201 826 1470 2836 1168 949 381 180 563 28 384 1427 846 838 1228 111 1333 689 1300
8553, 947 754 501 936 1176 1119 721 265 584 323 204 772 2001 1162 1924 971 87 1181 954 27
2169, 433 136 111 330 943 99 754 606 708 1228 501 2613 1309 278 514 613 3027 2085 1351 771
2172, 317 1362 787 1427 858 1365 198 248 1470 211 383 985 2292 1967 1042 2195 522 1274 936 246
2180, 443 802 28 206 398 1427 626 427 464 80 908 646 620 1399 14 496 556 338 654 820
2182, 276 84 591 259 427 181 90 611 565 269 341 1697 1669 730 266 1361 1705 1901 403 295
2187, 563 597 1924 403 398 908 531 353 690 1369 501 891 1889 707 1492 1635 1046 1315 963 638
2190, 34 1628 1365 970 122 1650 645 2020 440 341 700 741 3617 2102 1552 60 342 1134 1249 971
2195, 107 99 1018 1333 42 846 435 2000 793 1095 260 293 1492 2549 38 1660 529 985 494 841
2202, 18 1288 787 99 1113 921 1300 229 1085 41 403 992 350 124 1362 710 166 119 273 1144
2203, 443 1084 147 1299 188 888 80 211 60 1134 1127 1411 1408 889 754 414 2331 110 90 1661
2204, 1264 475 403 815 133 295 17 81 490 1853 1113 2602 907 60 473 119 778 265 442 936
2207, 613 383 1470 12 34 257 1705 364 338 1559 1134 94 377 1399 45 1660 2458 122 433 1890
369, 591 644 1719 41 259 754 418 958 256 1095 223 1176 822 80 640 731 61 1584 749 707
2216, 1306 882 1 904 969 910 383 453 721 118 80 2626 354 464 765 147 2225 198 1618 1408
2219, 628 1105 3027 954 654 102 1080 155 1016 24 440 1051 414 1691 445 769 1728 261 353 211
2220, 620 81 613 918 2020 616 17 509 1051 452 136 427 624 604 204 493 353 2167 597 259
2223, 793 1080 1650 2613 1691 1352 689 3438 1834 1234 534 403 107 181 3166 2602 201 1154 1771 417
2226, 475 1399 90 1804 828 1130 719 841 722 1661 1008 1599 2233 155 229 793 1162 1705 1761 939
2230, 1650 611 17 821 613 1628 423 128 828 2704 25 48 223 473 263 201 2392 793 475 81
2231, 403 253 388 1618 1343 211 475 473 668 1628 1185 724 842 1694 324 1435 123 1691 1748 381
2232, 282 958 210 798 293 229 188 691 510 815 331 19 327 1530 754 1566 514 111 1943 943
2243, 994 793 597 2902 259 418 787 1080 1492 2102 821 1082 80 493 1694 690 652 665 408 1185
2259, 307 79 1221 323 291 80 107 30 591 741 469 1176 327 779 717 122 68 971 616 1085
2267, 908 638 7 493 253 584 2195 769 338 99 350 821 185 1084 377 747 453 324 1113 2145
2274, 838 41 798 248 453 127 60 3670 510 340 935 14 539 904 514 17 30 2566 541 33
2277, 99 42 102 389 19 260 273 845 618 513 380 1153 1935 73 453 918 534 223 707 262
2281, 2177 707 96 388 810 28 1221 127 1095 1669 771 1168 260 42 445 209 668 662 152 122
2283, 462 721 644 269 353 247 398 509 731 125 132 1151 910 704 2602 3210 241 590 514 772
2284, 334 510 566 2900 126 609 290 771 867 216 2509 2503 282 710 484 541 3081 1566 63 223
