userid,foodid
1306, 308 309 102 376 435 139 168 402 210 19 73 442 69 96 67 41 530 1162 201 1536
9499, 139 107 309 8 210 168 69 402 308 442 102 96 376 166 435 19 1162 1369 125 261
1312, 139 67 69 402 107 212 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
1314, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1317, 139 67 107 69 402 168 8 96 1162 212 125 19 41 611 309 102 1369 442 382 376
1319, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1320, 139 67 107 69 8 402 168 212 96 1162 125 102 611 1369 382 41 309 442 308 32
1321, 139 67 107 69 8 402 168 96 1162 102 212 125 611 309 1369 382 376 442 308 41
9514, 139 309 41 402 67 168 308 69 212 442 376 8 102 96 166 1162 125 261 210 1369
1323, 139 107 402 67 168 8 102 69 96 1162 309 308 125 210 442 376 425 1369 611 212
9517, 139 67 69 107 402 8 212 168 96 1162 125 102 309 382 1369 19 611 41 442 308
1327, 107 69 102 8 309 41 139 38 168 67 402 376 1162 125 96 166 210 425 1369 611
1328, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1334, 139 67 69 212 402 107 8 96 168 125 1162 102 382 309 1369 611 19 308 41 32
9528, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1337, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1340, 139 67 107 69 402 8 168 212 96 1162 125 382 102 309 41 1369 611 442 308 376
1341, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1345, 139 67 69 212 402 107 8 96 168 102 125 1162 382 309 1369 611 19 32 308 41
1348, 139 67 69 309 402 168 212 41 102 8 96 376 308 1162 125 442 611 1369 210 166
9541, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9542, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1351, 139 67 69 107 8 402 168 212 96 1162 125 102 382 1369 611 309 41 32 442 308
1353, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1354, 139 19 402 168 309 67 210 102 117 308 69 1162 442 96 807 435 8 611 212 125
1362, 139 107 69 67 309 102 8 402 168 96 1162 210 376 166 41 442 308 125 212 1369
1363, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1364, 139 67 69 107 402 8 212 168 96 1162 125 102 382 309 1369 611 41 19 442 308
1366, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1377, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9571, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1380, 139 107 102 309 168 402 69 8 67 96 41 210 166 442 376 308 1162 611 1369 125
9573, 139 67 107 69 402 8 168 96 212 1162 125 102 41 611 309 1369 19 382 442 376
9574, 139 69 67 402 102 308 212 8 168 96 442 1162 376 41 210 125 1369 107 110 261
9575, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9576, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1387, 139 67 309 102 69 107 168 402 8 41 96 1162 125 376 212 210 611 308 442 1369
9580, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1389, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1390, 139 107 19 168 69 309 402 67 8 41 96 1162 210 125 442 376 308 1369 382 611
9584, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1394, 139 107 67 402 8 168 69 309 96 308 442 376 41 210 102 1162 125 212 1369 611
1395, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9589, 308 139 107 402 168 102 309 442 376 69 96 1162 8 435 210 67 1369 611 125 201
9590, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
8425, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1400, 139 67 69 212 402 107 8 96 168 125 1162 102 309 382 1369 611 19 41 308 32
9594, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1403, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
1404, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 32 41
1408, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9601, 139 19 107 402 168 69 442 96 67 1162 8 210 309 125 308 41 102 376 1369 611
9604, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1413, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9607, 139 107 67 69 8 402 168 96 1162 41 212 125 309 442 1369 611 102 210 376 382
1417, 139 67 69 107 402 8 212 168 96 1162 125 102 382 1369 611 309 41 442 32 308
9614, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1423, 139 107 67 402 168 8 69 1162 309 96 102 442 376 210 41 308 125 611 19 1369
9618, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1427, 139 67 107 69 8 402 168 96 1162 41 125 102 212 309 611 442 1369 32 376 210
9620, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1429, 139 67 69 107 168 402 8 309 19 96 1162 125 382 102 41 611 1369 376 212 308
9622, 139 18 402 67 168 308 442 309 39 376 41 69 435 212 210 1162 96 80 117 8
9627, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9630, 139 67 69 107 402 8 212 168 96 19 125 1162 382 309 41 102 1369 611 308 32
9631, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1447, 69 309 102 139 308 402 168 8 376 96 210 435 125 67 41 442 1162 1369 166 201
1448, 139 402 67 168 69 309 102 8 96 41 212 442 308 210 376 1162 125 166 611 117
1449, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9642, 139 69 67 107 102 309 402 8 168 96 1162 210 125 611 1369 442 212 32 376 382
9643, 139 67 69 107 212 402 8 96 168 102 1162 125 309 382 1369 19 611 41 308 376
9050, 139 67 69 107 402 8 212 168 96 125 102 1162 309 382 19 1369 611 41 308 32
1456, 139 67 69 107 402 168 8 96 19 309 1162 125 41 212 102 442 210 1369 611 376
1459, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
9653, 139 212 402 69 67 8 168 96 107 309 41 125 1162 19 102 382 1369 210 442 611
9654, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1463, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1466, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1467, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9660, 139 67 69 107 402 8 168 96 212 1162 125 102 41 309 611 1369 382 442 308 376
1473, 139 67 69 212 402 107 8 96 168 125 1162 102 382 309 1369 611 19 41 308 32
1475, 102 139 309 166 69 8 212 308 963 402 442 41 168 25 110 96 194 382 261 530
9670, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9671, 139 67 69 212 402 107 8 96 168 125 1162 102 382 309 1369 611 19 32 308 41
1482, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1483, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9676, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
1486, 139 67 107 69 402 8 168 96 212 1162 125 611 1369 41 442 382 102 376 309 308
9680, 139 402 107 1162 67 168 309 210 442 308 102 376 96 69 611 117 8 1369 529 80
1490, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9683, 139 67 69 212 402 107 8 96 168 102 125 1162 382 309 1369 19 611 308 41 32
9685, 139 67 107 69 402 8 168 96 1162 309 442 125 308 41 102 212 611 1369 210 376
1495, 139 67 69 402 107 212 8 168 96 102 1162 125 309 382 19 1369 611 41 308 32
1496, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9691, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9692, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9696, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1505, 139 402 309 435 166 442 376 102 168 308 436 117 210 80 613 96 69 530 807 611
1506, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1507, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
9702, 139 67 107 168 8 402 69 96 442 309 1162 308 125 210 376 41 611 102 1369 425
9704, 139 309 107 69 168 402 67 102 8 96 1162 210 442 376 308 41 125 166 611 1369
1516, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9709, 19 168 309 402 442 1162 8 96 308 435 376 67 529 210 1369 102 117 425 611 125
1518, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9711, 139 309 102 41 69 402 168 212 67 107 8 96 308 376 442 125 1162 210 1369 611
9712, 139 67 402 168 107 69 8 41 96 309 1162 442 102 125 308 376 212 210 611 1369
9714, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1523, 139 67 69 107 8 402 212 96 168 1162 125 102 382 309 1369 611 41 308 442 376
9720, 139 107 67 69 402 168 8 96 1162 442 309 308 41 102 212 125 376 210 611 1369
1529, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1530, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1531, 139 67 69 107 402 212 8 168 96 1162 125 102 309 382 1369 611 19 41 308 32
9724, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9726, 139 107 67 69 8 402 168 96 309 102 41 1162 442 212 376 125 210 611 1369 308
9727, 139 67 107 69 402 168 8 96 41 212 1162 309 442 125 102 611 308 376 1369 382
9731, 139 309 402 168 102 41 442 376 67 435 110 69 308 1162 210 96 212 8 261 1369
1541, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9736, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9737, 139 67 69 212 402 107 8 96 168 102 125 1162 382 309 19 1369 611 41 308 32
9738, 139 67 107 168 402 8 309 442 1162 376 18 69 210 96 102 308 611 41 117 125
1550, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1553, 139 67 69 107 402 8 212 168 96 125 1162 102 382 1369 309 611 41 32 442 308
9746, 139 32 230 102 41 67 308 8 402 309 168 442 69 96 73 376 212 776 1369 166
1555, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9748, 139 67 69 107 402 8 212 168 96 1162 125 102 382 309 1369 611 19 308 442 376
9750, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1559, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9752, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1562, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9012, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1565, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
8454, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1574, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9767, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9770, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
9773, 139 67 69 212 402 107 8 96 168 102 125 1162 382 309 1369 611 19 308 32 41
1582, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9778, 139 67 107 8 69 402 168 96 212 1162 125 102 611 1369 442 41 309 382 210 425
1587, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
9780, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9781, 139 67 69 212 402 107 8 96 168 125 1162 102 382 309 1369 19 611 41 32 308
9783, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9785, 139 107 19 69 67 402 168 41 8 96 1162 309 210 442 125 376 212 308 1369 611
9786, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
1595, 402 139 117 210 168 67 442 309 425 107 8 308 96 1162 69 18 80 212 435 611
1598, 139 69 67 107 8 402 168 96 212 309 125 1162 102 41 382 442 1369 308 611 376
1599, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9793, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1602, 139 107 67 69 8 402 168 96 1162 125 212 102 309 41 611 442 1369 376 210 382
1604, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9797, 139 67 69 212 402 107 8 168 96 125 1162 102 382 309 1369 611 19 41 308 32
9800, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1610, 102 8 776 308 402 442 1996 168 39 96 210 574 32 382 166 1369 201 1162 117 1113
1611, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
1614, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
9808, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9810, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1621, 139 69 41 309 402 212 96 168 308 102 1162 67 107 8 442 376 125 210 1369 166
1622, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 308 41 32
9815, 139 107 168 67 402 69 8 41 96 309 212 125 442 308 1162 382 376 1369 611 210
1626, 139 67 69 107 402 8 168 96 1162 212 125 102 611 442 1369 41 309 382 376 210
1628, 139 67 107 69 168 402 8 96 41 1162 125 212 309 442 611 1369 376 308 102 210
9822, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1634, 139 309 107 308 402 210 102 376 1162 168 435 382 96 442 67 69 19 1369 73 41
1638, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 1369 19 611 41 308 32
1639, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9833, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1642, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 308 41 32
1645, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1648, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
9845, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
8784, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 32 41
1659, 139 67 107 168 8 402 69 96 1162 41 309 125 442 210 376 611 1369 308 102 212
1663, 139 67 69 212 402 107 8 96 168 102 1162 125 309 382 19 1369 611 41 308 32
9857, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1668, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
8470, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
9865, 139 67 107 69 402 168 8 96 19 309 212 1162 41 125 102 442 376 611 1369 308
9837, 139 67 69 212 402 8 107 96 168 125 1162 102 382 309 1369 611 19 308 32 41
1681, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9877, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1688, 139 67 309 102 69 168 402 212 96 308 376 166 8 1162 442 19 125 41 210 611
9882, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1691, 139 67 69 212 402 107 8 96 168 125 1162 102 382 309 1369 19 611 308 41 32
9884, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9885, 139 67 107 69 402 309 168 8 96 212 41 102 442 308 1162 376 125 210 611 1369
1695, 139 67 69 402 107 8 212 168 96 1162 125 102 309 19 382 41 1369 611 442 308
9894, 139 107 402 168 67 309 308 376 69 96 1162 442 102 8 212 166 41 19 210 1369
1705, 139 102 67 309 168 402 69 308 8 96 376 125 1162 442 107 39 611 1369 166 212
1713, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1716, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 32 41
1717, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1718, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1722, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
1724, 139 107 67 402 168 69 309 8 96 102 308 210 1162 442 376 212 41 125 1369 611
1725, 139 402 39 308 168 107 69 376 442 102 1162 210 96 67 73 435 309 125 425 611
1726, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1728, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 32 41
1729, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1736, 139 107 67 402 168 8 69 96 102 1162 442 309 210 611 41 1369 125 308 425 376
1737, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1739, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1751, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1752, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
1754, 139 69 402 212 41 67 308 309 168 442 376 8 435 96 210 1162 102 261 611 1369
1758, 139 67 69 402 107 212 8 168 96 1162 125 382 102 309 1369 19 611 41 308 442
1759, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1770, 139 67 402 107 309 8 168 212 96 69 102 1162 41 125 166 117 376 210 442 1369
1774, 139 107 67 69 168 8 402 96 1162 125 309 442 212 1369 102 611 308 210 382 41
1776, 139 67 107 69 8 402 212 168 96 1162 102 125 309 41 382 1369 611 442 376 308
1791, 139 67 107 69 8 402 168 96 212 1162 125 19 382 1369 611 41 309 102 442 32
1792, 139 67 69 402 212 8 107 168 96 1162 125 102 382 309 1369 611 41 19 32 308
1793, 168 139 402 102 309 41 8 210 96 69 376 442 308 110 1162 435 425 1369 611 67
1794, 139 67 107 69 8 402 168 212 96 1162 125 102 309 611 1369 41 382 442 376 32
1797, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 32 41
1800, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1803, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 32 41
1807, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1811, 139 19 168 41 67 402 308 309 212 1162 442 376 96 110 69 125 32 107 8 210
1812, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1813, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
9860, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1820, 139 67 69 212 402 107 8 96 168 102 125 1162 382 309 1369 611 19 308 32 41
1821, 139 107 69 308 166 212 402 309 39 435 96 442 376 168 110 1162 19 395 261 1369
1823, 139 67 69 107 402 168 8 96 212 1162 125 41 309 102 611 442 1369 382 308 376
1829, 139 67 107 402 168 102 8 309 69 96 376 308 442 1162 210 41 611 1369 212 125
1830, 139 19 402 67 117 168 80 210 1162 107 442 376 18 308 96 611 309 529 435 41
1835, 139 67 69 107 8 402 212 168 96 1162 125 102 382 309 1369 611 41 442 308 376
1836, 139 67 69 107 402 8 212 168 96 1162 125 102 309 382 19 1369 41 611 308 442
1846, 139 309 102 69 168 67 402 308 96 8 166 376 107 41 442 1162 210 125 1369 435
1851, 139 67 69 107 402 8 212 168 96 1162 125 382 41 1369 102 611 309 308 442 376
1859, 139 67 402 8 41 69 107 168 309 96 212 102 442 1162 308 166 210 376 125 1369
1860, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1861, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1867, 139 67 69 107 402 8 168 96 212 1162 125 41 611 1369 382 102 309 442 308 376
1872, 139 67 309 168 8 402 102 41 69 107 96 442 308 210 1162 125 376 611 166 1369
1877, 139 402 41 168 309 69 18 376 19 442 308 1162 210 96 212 125 67 8 107 611
1886, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1890, 139 67 69 107 8 402 212 168 96 1162 125 102 309 382 1369 41 611 308 442 376
1895, 139 67 69 107 402 8 212 168 96 1162 125 102 309 382 1369 41 611 442 19 308
1899, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1901, 139 107 67 402 8 168 69 96 1162 125 212 102 41 442 309 611 1369 376 210 308
1908, 139 69 402 442 168 39 308 309 107 212 96 435 376 1162 210 110 261 41 8 67
8510, 139 67 69 107 402 212 8 168 96 1162 125 102 382 309 1369 611 19 41 32 308
1912, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1913, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
1920, 139 67 69 212 402 107 8 168 96 102 125 1162 309 382 1369 611 19 41 308 32
1930, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1932, 139 309 102 166 67 308 32 69 8 402 168 96 376 42 201 107 435 442 261 1113
1933, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1936, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
1938, 139 107 19 402 168 67 8 69 41 96 309 1162 210 442 125 102 212 376 611 425
8516, 139 69 107 309 19 41 402 168 96 1162 212 8 67 308 376 125 110 442 382 1369
1952, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1957, 139 67 107 402 168 309 8 41 69 1162 96 442 210 308 376 125 19 611 102 1369
1971, 139 19 402 168 67 210 308 309 442 1162 69 376 117 96 107 41 611 8 80 125
1972, 139 67 107 168 402 69 8 96 1162 309 102 442 41 125 212 376 611 308 1369 210
1976, 139 107 67 168 69 402 8 1162 41 96 125 309 19 442 210 212 376 611 1369 308
1980, 139 67 69 402 8 107 168 212 96 1162 102 125 382 611 1369 309 442 41 376 308
1981, 139 67 69 107 402 8 212 168 96 1162 125 102 382 309 1369 611 41 32 308 442
1984, 139 402 309 102 168 376 69 67 308 96 1162 212 442 210 107 117 8 41 611 166
1991, 139 102 309 212 67 402 69 166 96 8 1162 41 382 168 125 308 1369 194 210 376
1992, 139 67 69 107 402 8 212 168 96 1162 125 102 309 382 19 1369 611 41 32 308
1993, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
1994, 139 309 67 166 402 308 530 102 117 210 376 442 743 69 1162 107 1996 96 611 201
1997, 139 309 107 402 168 1162 69 96 308 8 125 67 41 442 166 210 1369 212 425 376
2001, 139 67 69 168 402 8 107 96 1162 125 212 309 41 442 308 102 1369 611 382 19
2002, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
8526, 139 67 107 69 8 402 168 96 212 1162 125 102 611 1369 41 309 442 382 376 308
2006, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 32 41
2009, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
2012, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
2013, 139 67 69 402 212 107 8 96 168 102 125 1162 309 19 382 1369 611 41 32 442
2017, 139 402 212 67 69 168 41 309 308 117 442 96 166 376 1162 8 611 102 1369 261
2026, 139 210 67 309 110 8 168 102 442 402 107 1162 96 376 308 1369 261 41 382 201
2027, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
8530, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
2031, 139 402 69 67 308 168 376 442 102 107 96 125 1162 8 41 309 611 210 117 212
8906, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
2037, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
2038, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
2053, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
2055, 139 107 67 168 309 69 402 8 96 102 442 1162 41 376 308 210 125 611 166 1369
2058, 139 67 69 107 402 8 168 212 96 1162 125 41 611 1369 442 382 309 376 102 32
2061, 139 67 69 107 212 8 402 96 168 102 1162 125 309 382 1369 611 41 308 376 442
2063, 107 168 102 402 8 442 309 67 210 18 96 308 19 125 425 69 139 376 1162 611
2067, 139 107 67 402 309 168 69 8 96 1162 125 210 442 425 308 376 41 19 212 1369
2071, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
2072, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
2076, 139 110 1996 308 402 69 442 212 41 210 96 168 8 166 353 125 435 261 309 382
2081, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 308 41 32
2086, 139 41 402 69 107 309 168 308 376 210 442 1162 110 96 8 102 67 435 382 261
2088, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
2093, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
2094, 139 107 402 168 67 442 309 69 308 8 39 376 96 41 166 210 117 80 611 102
2100, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
2103, 139 67 69 107 8 402 168 96 212 1162 125 41 382 611 1369 442 309 308 102 376
2104, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 32 41
2110, 139 107 39 69 308 442 168 67 166 402 309 110 41 8 96 212 261 376 1162 1369
2113, 139 67 309 168 402 107 376 1162 102 69 8 96 308 442 41 210 1369 212 611 125
2116, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
2117, 139 19 402 67 41 125 96 69 168 210 8 102 212 309 1162 308 442 107 376 1369
8545, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
